s,kudos,title,summary,datePublished,words,rating,romanticCategory,publicationStatus,keyword,relationship,member
https://golemlab.eu/graph/38123995,6,Tear Stained Polaroid,"You are a young, struggling artist. In the turn of events, you meet with an accident. But it was the best thing that happens to you. You meet the handsome and attractive Doctor Jung. Falling in love had never been so easy.",2022-04-04,0.0,Teen And Up Audiences,F/M,Completed,Car Accidents | Chance Meetings | Crack | Cute Ending | Doctor/Patient | Fluff | Fluff and Angst | Fluff and Crack | Friendship | Meet-Cute | Mutual Pining | Past | Photography | new person in town,Jung Hoseok | J-Hope/Reader,hoseok
https://golemlab.eu/graph/34569874,6,By Order Of The King,"A loose retelling of the Female Physician story (Third Day, Novel IX) from Boccaccio’s Decameron Content note/Warnings: life-threatening illness described with no detail, forced marriage, pregnancy, infidelity, and a big warning for reference to offpage switch of bed partner unknowingly- everyone in the story is happy about it afterward but in real life that is sex without consent if they thought they were sleeping with someone else.",2021-10-18,2270.0,Mature,F/M,Completed,Arranged Marriage | Cross-Posted on Tumblr | Forced Marriage | Infidelity | Major Illness | Originally Posted on Tumblr | Pregnancy | Retelling,Jung Hoseok | J-Hope/Reader,hoseok
https://golemlab.eu/graph/26900122,6,Hopeless,Just a poem I wrote about Jhope and how I feel about him.,2020-10-08,453.0,Explicit,F/M,Completed,Feelings | Love Poems | No Dialogue | Porn with Feelings | Short,Jung Hoseok | J-Hope/Reader,hoseok
https://golemlab.eu/graph/26183698,6,Late Nights,"“I love you, baby,” he whispers against your neck before nuzzling his face into your hair and closing his eyes.",2019-07-14,337.0,General Audiences,F/M,Completed,Fluff | Idol AU | Post World Tour,Jung Hoseok | J-Hope/Reader Series: Mornings: BTS [4],hoseok
https://golemlab.eu/graph/40396569,6,More,"""I have it all. Good looks,popularity,fortune, happiness, freedom,big house,nice car. But something is missing.  I'm thirsty and I want more. I wanted love. """,2022-07-19,612.0,Explicit,F/M,Completed,Alternate Universe - Not K-Pop Idols | Break Up | Fluff | Friends to Lovers | Friendship/Love | I'm Bad At Tagging | No Smut | Other Additional Tags to Be Added | Reader-Insert | Slow Burn | Work In Progress,Jung Hoseok | J-Hope/Reader,hoseok
https://golemlab.eu/graph/39667254,6,Wednesday Morning at Five O'clock,"another night, another nightmare",2022-06-15,300.0,Teen And Up Audiences,Gen,Completed,Alternate Universe - Non-Famous | Insomnia | Non-Sexual Intimacy,Jung Hoseok | J-Hope/Reader,hoseok
https://golemlab.eu/graph/39890604,6,I like you too,I don’t really write I do this for fun or when I’m bored and toasted. So leave all your negative comments in your head thankssss,2022-06-26,1486.0,General Audiences,F/M,Completed,Cute Jung Hoseok | J-Hope | Falling In Love | Friends to Lovers | Idiots in Love | Idol Jung Hoseok | J-Hope | Jung Hoseok | J-Hope is Whipped | Romance | Slow Burn,"Jung Hoseok | J-Hope/Reader, Jung Hoseok | J-Hope/You",hoseok
https://golemlab.eu/graph/35078455,6,Lose,Love was a game. Hoseok knew they were losing. But did she know what she would lose?,2021-11-12,1622.0,General Audiences,F/M,Completed,Alternate Universe | Angst | Break Up | Cheating | POV Alternating,"Jung Hoseok | J-Hope/Reader, Jung Hoseok | J-Hope/You",hoseok
https://golemlab.eu/graph/18297113,6,The World Of Dance,"The big day had finally come, the World of Dance Competition in full swing as you and your dance crew walked into the building. Little did you know that your rival crew BigHit was about to surprise you more than you expected.",2019-03-31,1360.0,General Audiences,F/M,Completed,Alternate Universe - Dance | Hip hop dancing,Jung Hoseok | J-Hope/Reader Series: BTS Drabbles [15],hoseok
https://golemlab.eu/graph/12203967,6,Just a Little Crazy,You have a secret crush on one of your school's Kingkas... He secretly knew about it because he has a crush on you too... What do you do when things become just a little crazy between the two of you?,2017-09-27,2205.0,Teen And Up Audiences,F/M,Completed,First Kiss | Fluff | Pining | slight angst | slight stalking,Jung Hoseok | J-Hope/You Series: Unrelated One Shots Portfolio [22],hoseok
https://golemlab.eu/graph/16455227,5,until the night is over,"He is the one and only reason that keeps you from leaving. The man who makes it difficult for you to distinguish this place as Heaven or Hell. You can feel his breath despite the bright blue mask covering his face as he leans into you, lips close to your ear, and whispers: “Run.” or, You're a dream dealer, and Hoseok pulls you into his nightmares that neither of you can escape from.",2018-10-29,342.0,Explicit,F/M,In-Progress,Angst | Character Death In Dream | Explicit Sexual Content | Horror | Monsters,Jung Hoseok | J-Hope/Reader,hoseok
https://golemlab.eu/graph/32509468,5,Sunset Tears: Even The Sun Goes Down At The End Of The Day,I actually somewhat liked this one even if its a cliche? Yeah haha enjoy :),2021-07-11,3135.0,General Audiences,F/M,Completed,Angst Content (grab your tissues I guess lol). | Heartbreak | Idk ok bye | Jhope Dancer | Long-Term Relationship | Ryujin is a milf | Sad | Workplace crush | Y/n knows her own self worth? | but she is apart of the story though | dance teacher | emotional cheating | jung hoseok - Freeform | just kidding | reader yn,"Jung Hoseok | J-Hope/Reader, long time relationship - Relationship",hoseok
https://golemlab.eu/graph/27507172,5,~Killing you Softly~,,2020-11-11,377.0,Explicit,F/M,Completed,Blow Jobs | Choking | Erotic Poetry | Fingerfucking | Love Poems | Mind Sex | Porn with Feelings | Rough Sex | Slut Shaming,Jung Hoseok | J-Hope/Reader,hoseok
https://golemlab.eu/graph/26145910,5,With All My Heart,Four years after they got together life has hit a snag for YN. She's been thrown a challenging situation and Hoseok wants nothing more than for her to be okay. So once she starts to show major progress in getting better Hoseok decides to enact a three step plan to try to help her along and do something he'd been wanting to for a while.,2020-08-28,11016.0,Not Rated,F/M,Completed,Angst | Familial Angst | Familial loss | Fluff | Found Family | Grief/Mourning | Overflowing love | amusement park junkies | competitive dorks who will stop at nothing to win game | growth in one's mental health | reaching contentment | the friends that we all need,Jung Hoseok | J-Hope/Reader,hoseok
https://golemlab.eu/graph/13110774,5,Airports have more sincere kisses than Wedding Halls,A Oneshot in which Jung Hoseok says his last farewell to his dear (Y/N).,2017-12-23,396.0,General Audiences,Other,Completed,Airports | Dreams | Goodbyes | Jung Hoseok hand appreciation | Oneshot | Short One Shot | bts - Freeform | bts oneshot | gender neutral reader,Jung Hoseok | J-Hope/Reader,hoseok
https://golemlab.eu/graph/18297035,5,Baby Steps,"You were still too scared, it had been so long since you had been on the dancefloor since your injury. Even more so you had been cleared over a month ago and even now you couldn't bring yourself to do it, even when your sweet boyfriend asked you to.",2019-03-31,394.0,General Audiences,F/M,Completed,Dancer Hoseok,Jung Hoseok | J-Hope/Reader Series: BTS Drabbles [14],hoseok
https://golemlab.eu/graph/35650141,5,Under the Mistletoe,,2021-12-12,447.0,General Audiences,F/M,Completed,,"Jung Hoseok | J-Hope/Reader, Jung Hoseok | J-Hope/You Series: Happy Holidays [4]",hoseok
https://golemlab.eu/graph/33359893,5,"""They are all yours""","His hands. The only word you could think to discribe them was magical. Be that if they were holding yours, on any part of your body or even inside you. You felt each bone and he knew how to use them.",2021-08-19,1117.0,Explicit,F/M,Completed,Bedroom Sex | Cute Jung Hoseok | J-Hope | Dom Jung Hoseok | J-Hope | Dom/sub | Fingerfucking | Hand & Finger Kink | Hands | Holding Hands | Oral Sex | Relationship(s) | Rough Oral Sex | Sex | Smut,Jung Hoseok | J-Hope/Reader,hoseok
https://golemlab.eu/graph/21441634,5,hoseok 02,"prompt request: jung hoseok + wizard + “you should be nice to me, i just saved your life!”",2019-11-15,1259.0,Teen And Up Audiences,F/M,Completed,Harry Potter AU | Mentions of Blood | Wizards | hogwarts based | yoongi and seokjin aren't really IN the thing but they're mentioned,Jung Hoseok | J-Hope/Reader Series: halloween drabbles [2],hoseok
https://golemlab.eu/graph/12925041,5,Light as a Feather,Getting cheered up by Jung Hoseok involves two things: Tickles and pillow fights.,2017-12-05,776.0,Not Rated,F/M,Completed,Drabble | Fluff,Jung Hoseok | J-Hope/You,hoseok
