s,kudos,title,summary,datePublished,words,rating,romanticCategory,publicationStatus,keyword,relationship,member
https://golemlab.eu/graph/10867953,2762,BTS Scenario/Oneshot Collection,"a collection of bts scenarios. 🌷 if you enjoy my writing, please check out and support my music edits on spotify, apple music, youtube, etc. with the links below ♡ https://linktr.ee/hobismorning",2020-10-25,179080.0,Explicit,F/M,In-Progress,& blurbs | College!AU | Drabbles | Dry Humping | NSFW | Scenarios | Skype Sex | Some Fluff | collection of oneshots | lots of smut,"Jeon Jungkook/Reader, Jung Hoseok | J-Hope/Reader, Kim Namjoon | Rap Monster/Reader, Kim Seokjin | Jin/Reader, Kim Taehyung | V/Reader, Min Yoongi | Suga/Reader, Park Jimin/Reader",jungkook
https://golemlab.eu/graph/13642632,2037,w e  a r e  a l l  m a d  h e r e,"In which you're a model student who just managed to catch not just one, not two, but all seven 'transfer students' who just happened to visit your university. At the end of the road, will you stay or will you run? Or... ≪ Yandere!BTS x female reader ≫ Reader discretion is advised. If you are not ready for dark content, please please PLEASE do not read. Your mental health comes first ♡ Probably a lot of grammar mistakes and a lot of loopholes. Expect cliche and cheesy scenes. This story is written for self-enjoyment and is a byproduct of fantasy and nothing more. [Find Extra Contents Here!]",2018-02-11,66380.0,Mature,F/M,In-Progress,Abuse | Blood and Gore | Choose Your Own Ending | Dark | Death | Depression | Fiction | Implied/Referenced Self-Harm | Kidnapping | Mild Sexual Content | Mind Manipulation | Possessive Behavior | Reader-Insert | Romance | Slow Build | Stockholm Syndrome | Unhealthy Relationships | Violence | Yandere,"Jeon Jungkook/Reader, Jung Hoseok | J-Hope/Reader, Kim Namjoon | RM/Reader, Kim Seokjin | Jin/Reader, Kim Taehyung | V/Reader, Min Yoongi | Suga/Reader, OT7/Reader, Park Jimin/Reader",jungkook
https://golemlab.eu/graph/11405238,1802,Your Scent,Nothing could have prepared you for the shit storm that was your junior year of college. Discovering you were an omega was only the first discovery in a long line of complicated ones. Thank goodness Min Yoongi was there to help. A story about college and discovering what you like and don't like in both romantic relationships and friendships.,2017-07-05,48812.0,Explicit,Multi,In-Progress,AU College | Alpha/Beta/Omega Dynamics | Alpha/Omega | Alternate Universe - College/University | Angst | I Don't Even Know | Knotting | Mating Cycles/In Heat | Non-Traditional Alpha/Beta/Omega Dynamics | Shameless Smut | Smut | Too many kinky things to tag | mixed race female| reader | trust me when I say things get complicated | western|reader,"Jeon Jungkook/Reader, Mark Tuan/Reader, Min Yoongi | Suga/Reader, Park Jimin (BTS)/Reader, Reader/Everyone",jungkook
https://golemlab.eu/graph/10435611,1755,"My Cheating, Amnesic Fiancé","In which you (reader) and Jeon Jungkook are engaged due to an arrangement made by both of your parents. Though neither of you especially like each other, you never thought you would find yourself in a relationship with a cheater. To top that off, destiny decides to make an entrance (in the form of a hard hit to a pretty skull) and Jungkook suffers amnesia, which only you seem to be able to handle. What will happen? Will you stay with him and help him through his predicament even though he loves someone else? Or should you simply let him go? Follow me on Twitter, @AW_Collins! Read original work from me on Wattpad, @Wrienne! Currently working on The Winter King !",2017-03-25,167244.0,Teen And Up Audiences,F/M,Completed,Amnesia | Angst | Arranged Marriage | Drama | Implied/Referenced Suicide | Past Child Abuse | Reader-Insert | References to Depression | Romance | Suicide Attempt,Jeon Jungkook/Reader Series: My Cheating Amnesic Fiancé Series [1],jungkook
https://golemlab.eu/graph/17704340,1618,Ethereal Orbit,"**** THIS WILL BE DELETED SOON! READ LAST CHAPTER FOR MORE INFO**** ""The stars whispered your name to me. y/n, a celestial that would fall from the darkness, appearing in front of me. I am not to harm you."" He leans down, eyes probing yours. ""What are you? Do you come from a different cosmo?"" ""Human,"" you breathe shakily. He leans closer, his nose almost touching yours. He sniffs once, scrunching up his face. It changed colors when you continued to stare at him, almost shining in the dark sky. He tilts his head, blinking rapidly. ""Human?"" **** THIS WILL BE DELETED SOON! READ LAST CHAPTER FOR MORE INFO****",2019-02-08,177373.0,Explicit,F/M,Completed,Aftermath of Torture | Alien Biology | Alien Planet | Alien Sex | Alternate Universe - Aliens | Angst | Blood | Blood and Torture | Blood and Violence | Character Death | Child Abuse | Childhood Trauma | Declarations Of Love | Explicit Sexual Content | Fluff and Angst | Fluff and Humor | Fluff and Smut | Implied/Referenced Character Death | Implied/Referenced Child Abuse | Implied/Referenced Dubious Consent | Implied/Referenced Torture | Magic Fingers | Mildly Dubious Consent | Near Death Experiences | OT7 | Other Additional Tags to Be Added | Other Ships Not Mentioned in Tags | Past Child Abuse | Past Torture | Polyamory | Psychological Torture | Slow Build | Slow Burn | Tentacles | Torture | please pay attention to the tags | they are important if you are triggered by any of these,"Jeon Jungkook/Reader, Jung Hoseok | J-Hope/Reader, Kim Namjoon | RM/Reader, Kim Seokjin | Jin/Reader, Kim Taehyung | V/Reader, Min Yoongi | Suga/Reader, Park Jimin (BTS)/Reader Series: Utepnia Chronicles [1]",jungkook
https://golemlab.eu/graph/9367868,1572,Muse // Jungkook X Reader,Jeon Jungkook is a famous painter hiding his identity beneath a pseudonym. Anonymously wandering around his gallery opening he sees you appraising a piece of art that he hates – a piece inspired by his previous lover. In a moment of weakness and awe he approaches you with one offer in mind. “Be my muse.”,2017-01-17,37367.0,Teen And Up Audiences,F/M,Completed,Complete | Fluff | Fluff and Angst | Painter!AU | Romance | Unresolved Romantic Tension,"Jeon Jungkook/Reader, Jeon Jungkook/You",jungkook
https://golemlab.eu/graph/23054470,1422,Little!Reader BTS Requests,Please see the most recent work in the series in order to make a request.,2020-03-07,207902.0,Explicit,F/M,Completed,ABDL | Age Play | Age Play Caregiver Jeon Jungkook | Age Play Caregiver Jung Hoseok | J-Hope | Age Play Caregiver Kim Namjoon | RM | Age Play Caregiver Kim Seokjin | Jin | Age Play Caregiver Kim Taehyung | V | Age Play Caregiver Min Yoongi | Suga | Age Play Caregiver Park Jimin (BTS) | Age Play Little Kim Taehyung | V | Age Regression/De-Aging | Anxiety | Anxiety Attacks | Attempted Sexual Assault | Bathtubs | Bed-Wetting | Canon Universe | Comfort | Crying | Diapers | Domestic | Domestic Fluff | Eating Disorders | Emotional Hurt/Comfort | Fluff | Hugs | Hurt/Comfort | Implied Sexual Content | Implied/Referenced Child Abuse | Implied/Referenced Self-Harm | Infantilism | Menstruation | Minor Injuries | Nightmares | Non-Sexual Age Play | Oral Sex | Platonic Cuddling | Platonic Kissing | Punishment | Reader-Insert | References to Depression | Safeword Use | Safewords | Seizures | Self-Harm | Sex | Sickfic | Trans Character,"Jeon Jungkook/Reader, Jung Hoseok | J-Hope/Reader, Kim Namjoon | RM/Reader, Kim Seokjin | Jin/Reader, Kim Taehyung | V/Reader, Min Yoongi | Suga/Reader, Park Jimin (BTS)/Reader Series: BTS Little!Reader Requests [1]",jungkook
https://golemlab.eu/graph/23384977,1331,Smutty Fanfic In The Time Of Covid,Written requested pieces,2020-03-29,102772.0,Explicit,F/M,In-Progress,Age Difference | Airplane Sex | Alternate Universe - College/University | Anal Play | Anal Sex | Angel/Demon Relationship | Bartender Jeon Jungkook | Beach Sex | Blow Jobs | Bondage | Casual Sex | Coming In Pants | Cuckolding | Cum Play | Cybersex | Degradation | Dirty Talk | Dom Jeon Jungkook | Dom/sub | Exhibitionism | Face-Sitting | Florist Park Jimin (BTS) | Free Use Kink | Friends With Benefits | Gym Sex | Hand Jobs | Humiliation | Incubus Jeon Jungkook | Kinktober | Kinktober 2020 | Lactation Kink | Loss of Virginity | Makeup Sex | Mile High Club | Morning Sex | Object Insertion | One Night Stands | Online Dating | Oral Sex | Painter Jeon Jungkook | Painter Kim Taehyung | V | Phone Sex | Restraints | Rimming | Semi-Public Sex | Sex Tapes | Sex Toys | Size Kink | Spanking | Spit Kink | Strippers & Strip Clubs | Sub Min Yoongi | Suga | Sugar Daddy | Vaginal Fingering | Vaginal Sex | Werewolf Kim Taehyung | V | YouTuber Jeon Jungkook | primal play,"Jeon Jungkook/Reader, Jung Hoseok | J-Hope/Reader, Kim Namjoon | RM/Reader, Kim Seokjin | Jin/Reader, Kim Taehyung | V/Reader, Min Yoongi | Suga/Reader, Park Jimin (BTS)/Reader",jungkook
https://golemlab.eu/graph/25881670,1313,A Sea of Indigo,"Pitbull Hybrid Jungkook has finally been freed from the fighting rings, and now finds himself at Marigold Sanctuary & Transition Estate, a place for healing and self-discovery for rescued hybrids. It's stupid, dumb, cheesy, and hell-bent on helping Jungkook ""heal"" and ""find himself"" and ""decide the course of his life."" And right at the center of it is Y/N, a nurse who's got everyone bamboozled that she's like some awesome person. She's not that great. Jungkook hates it here.",2020-08-13,240149.0,Explicit,F/M,Completed,BTS AU | Cat Hybrid Min Yoongi | Suga | Dog Hybrid Jeon Jungkook | Fighter Jeon Jungkook | Fox Hybrid Park Jimin (BTS) | Hurt/Comfort | Hybrid Jeon Jungkook | Hybrid Jung Hoseok | J-Hope | Hybrids | Recovery | Slow Burn | Slow Romance | Tiger Hybrid Kim Taehyung | V | Wolf Hybrid Kim Namjoon | RM,Jeon Jungkook/Reader Series: The Indigo Collection [1],jungkook
https://golemlab.eu/graph/10707147,1307,Caught in a Lie,"When your boss asked you to go undercover to help bring down a rising gang you had thought it would be easy. However, the longer you stay with them the more they seem to draw you into their world. Will you be able to get out or will you get caught in your lie?",2017-04-23,90716.0,Explicit,Multi,In-Progress,Attempted Rape/Non-Con | Attempted Sexual Assault | Cop AU | Dirty Talk | Dom/sub Undertones | Drugs | Eventual Smut | Everyone Is An Asshole | Gang AU | Haven't picked a final pairing | Jungkook hates being called Oppa | Praise Kink | Probably will have smut | She's also Sassy | Smut | Swearing | Undercover AU | Violence | Weapons | reader is a hacker | strong female lead,"Jeon Jungkook/Reader, Kim Taehyung | V/Reader, Min Yoongi | Suga/Reader",jungkook
https://golemlab.eu/graph/28506354,1279,Thief,"~SMUT~ do not read if you are not over 18 this book is mainly smut every chapter. there is major kink and rough scenes in this book, so please read at your own discretion if that is something that you are not into. currently editing this book ❣️ reader x namjoon reader x jungkook reader x jimin reader x yoongi reader x taehyung reader x jin reader x hobi reader x ot7",2021-01-02,311003.0,Explicit,F/M,In-Progress,Anal Fingering | Anal Sex | BDSM | CNC | Consensual Somnophilia | Degradation | Degrading Language | Dom Jeon Jungkook | Dom Jung Hoseok | J-Hope | Dom Kim Namjoon | RM | Dom Kim Seokjin | Jin | Dom Kim Taehyung | V | Dom Min Yoongi | Suga | Dom Park Jimin (BTS) | Double Penetration | Double Penetration in One Hole | Established Relationship | Gangbang | Name-Calling | Polyamory | Reader-Insert | Safewords | Sex Toys | Switch Jeon Jungkook | Switch Jung Hoseok | J-Hope | Switch Kim Namjoon | RM | Switch Kim Seokjin | Jin | Switch Kim Taehyung | V | Switch Min Yoongi | Suga | Switch Park Jimin (BTS) | Threesome | backstory not provided | consenting non consenting,"Jeon Jungkook/Reader, Jung Hoseok | J-Hope/Reader, Kim Namjoon | RM/Reader, Kim Seokjin | Jin/Reader, Kim Taehyung | V/Reader, Min Yoongi | Suga/Reader, Park Jimin (BTS)/Reader",jungkook
https://golemlab.eu/graph/19256164,1225,Bunny Blues,"hybrid!au | bunny!reader, dog!jungkook, human!yoongi",2019-06-17,16893.0,Explicit,F/M,In-Progress,Bullying | Crying | Dirty Talk | Doctor!Seokjin | Hurt/Comfort | Jealousy | Referenced past abuse | Seperation | Sexual Tension | Size Difference | Slight Virgin Kink | Vaginal Fingering | hybrid!taehyung | implied jk jerking off | implied/references sex toys | jungkook is also a dick im sorry again | mentions of jk's knot | namjoon is a dick im sorry | protective!jk | protective/possessive!jk,"Jeon Jungkook/Reader, Kim Namjoon | RM/Reader, Min Yoongi | Suga/Reader",jungkook
https://golemlab.eu/graph/5753209,1222,The Unwanted Alpha,"You curse the day you came of age and presented as an Alpha! A female Alpha is super rare, about 1% of the female population identify as Alpha and wasn’t it fan- fucking-tastic that you beat those odds.",2016-01-18,36229.0,Mature,F/M,In-Progress,Alpha/Beta/Omega Dynamics | Alternate Universe - Werewolf | Angst | Eventual Smut | Romance | Slice of Life,Jeon Jungkook/Reader,jungkook
https://golemlab.eu/graph/16482089,1208,Blue Moon,"SUPERNATURAL AU | Jeongguk x Reader | For Van’s (Y/N) 21st birthday, she inherits a flower shop from her estranged grandmother, almost gets eaten by a demon and meets her seven drop-dead gorgeous neighbors - who are all creatures of the supernatural. Worse yet, they all seem to think that she’s a witch who knew them when she was a child! At first, Van refuses to believe them, but as time passes, she grows attached to the seven men who have taken over her life, and she begins to think that they might be right. As Van searches for answers about her past and why she had forgotten who she is, evil begins to stir again. The sea starts to clash angrily, rogue vampires are attacking innocent humans, ghosts are haunting small towns, a clash of wolves is approaching, and Van seems to find herself in the middle of it all. The future is unknown, but with the help of her self-discovered family Van can take on anything. CURRENTLY EDITING",2018-11-01,118321.0,Teen And Up Audiences,F/M,In-Progress,Alternate Universe - Supernatural Elements | Bad Puns | Blood Drinking | Choose Your Own Adventure | Female Reader | Fluff and Angst | Jeon Jeongguk is shy and over protective | Jeon Jungkook & Min Yoongi | Suga are Siblings | Jung Hoseok has a potty mouth | Kim Taehyung | V & Park Jimin are Best Friends | Kim Taehyung | V is a Sweetheart | Magic | Min Yoongi is a shy boy | Siren Kim Seokjin | Siren Kim Taehyung | Vampire Jung Hoseok | J-Hope | Vampire Kim Namjoon | RM | Vampire Park Jimin | Werewolf Jeon Jungkook | Werewolf Yoongi | Suga | flower shop au | tatted Jeongguk,"Jeon Jungkook/Reader, Jung Hoseok | J-Hope/Reader, Kim Namjoon | RM/Reader, Kim Seokjin | Jin/Reader, Kim Taehyung | V/Reader, Min Yoongi | Suga/Reader, Park Jimin (BTS)/Reader",jungkook
https://golemlab.eu/graph/11054073,1197,Seven Sins,"Each year, on the 13th of January, one girl or boy from one country is chosen to descend to hell and please the demons. This year, a certain someone from a certain country was chosen...",2017-05-31,60665.0,General Audiences,F/M,Completed,BTS fluff | Demon!AU | I suck at tags OMG | bts demon | bts devil | bts hell,"Jeon Jungkook/Reader, Jung Hoseok | J-Hope/Reader, Kim Namjoon | Rap Monster/Reader, Kim Seokjin | Jin/Reader, Kim Taehyung | V/Reader, Min Yoongi | Suga/Reader, Park Jimin (BTS)/Reader",jungkook
https://golemlab.eu/graph/26738401,1187,Redamancy | BTS ✔,"Redamancy (n.) - a love returned in full. A hybrid BTS x reader AU. Started: April 19, 2021 Completed: January 17, 2022 Also published on Wattpad.",2021-08-05,104288.0,Teen And Up Audiences,F/M,Completed,BTS AU | Black Panther Hybrid Jeon Jungkook | Bts army - Freeform | Fox Hybrid Park Jimin (BTS) | Hybrid Jeon Jungkook | Hybrid Jung Hoseok | J-Hope | Hybrid Kim Namjoon | RM | Hybrid Kim Seokjin | Jin | Hybrid Kim Taehyung | V | Hybrid Min Yoongi | Suga | Hybrid Park Jimin (BTS) | Hybrids | Red Panda Hybrid Jung Hoseok | J-Hope | Snow Leopard Hybrid Min Yoongi | Suga | Sugar Glider Hybrid Kim Seokjin | Jin | White Bengal Tiger Hybrid Kim Taehyung | V | White Panther Hybrid Kim Namjoon | RM | bangtan - Freeform | bts - Freeform,"Jeon Jungkook/Reader, Jung Hoseok | J-Hope/Reader, Kim Namjoon | RM/Reader, Kim Seokjin | Jin/Reader, Kim Taehyung | V/Reader, Min Yoongi | Suga/Reader, Park Jimin/Reader, Reader/Everyone",jungkook
https://golemlab.eu/graph/38356228,1186,Everything Falls (Into Place),"""I… I might know someone who has a spare room,"" your brother finally muttered hesitantly. You perked up from where the couch had been swallowing you. ""What! And you didn't tell me?"" You accused. ""You'd be living with a bunch of dudes."" ""Oh my god Jackson,"" you groaned, rolling your eyes. ""The fact that you're even suggesting them means that you know them all and they're good people, right? It's not like they're gonna murder me and hide my body in the walls or something."" ""Well, yeah, but…"" ""But WHAT?"" you almost screamed in frustration. ""They're all… hot."" Silence for several moments. Then you started guffawing uncontrollably, unladylike snorts escaping from your lips. ""You are such a dork,"" you gasped between laughs, tears coming to your eyes. ""If I promise not to let them gangbang me, will you please ask?""",2022-04-13,90234.0,Mature,F/M,Completed,Alternate Universe - College/University | Cunnilingus | Eventual Smut | Falling In Love | Female Protagonist | Fluff | Fluff and Humor | Fluff and Smut | Happy Ending | Humor | Is this Egypt because everyone is in Dnile | Mild dubcon in ch 26 | Mutual Pining | Pining | Reader-Insert | Reverse Harem | Romance | Slow Build | Sorry in advance but reader is basically a Mary Sue but at least you're funny? | Tooth-Rotting Fluff | Vaginal Fingering | Vaginal Sex | big brother Jackson,"Jeon Jungkook/Reader, Jung Hoseok | J-Hope/Reader, Kim Namjoon | RM/Reader, Kim Seokjin | Jin/Reader, Kim Taehyung | V/Reader, Min Yoongi | Suga/Reader, Park Jimin (BTS)/Reader",jungkook
https://golemlab.eu/graph/7910962,1184,Hiraeth,"The world has been ravaged by famine and disease, and the population has plummeted. You are assigned a breeding partner, but mindlessly repopulating the planet is more difficult than it seems. Especially when you fall in love.",2016-08-31,12596.0,Explicit,F/M,Completed,Alternate Universe - Post-Apocalypse | FLU F F | Fluff | Light Angst | SO MUCH FLUFF | Sexual Content | Sexual Tension | Smut | alternative universe,Jeon Jungkook/Reader,jungkook
https://golemlab.eu/graph/24856153,1181,A Spoonful of Sugar (Makes the Wolfsbane go Down),"You’re just an ordinary witch, working at your grandmother’s potions shop and trying to figure out what exactly you’re doing with your life. Everything is simple, safe, and predictable; the same old routine you’ve been doing since you moved to Seoul two years before. Until the day a pretty warlock comes crashing into your shop looking for a love potion, and dragging yourself and his entire coven into a tangled heap of weird feelings, overly friendly gestures, and a soul bond that you just can’t shake.",2020-06-22,60310.0,Not Rated,F/M,In-Progress,Blood Drinking | Elf Kim Namjoon | Fae Jung Hoseok | Female Reader | Fluff | I Wrote This Instead of Sleeping | I'm writing with the ghost of my 13 year old semi-goth pretender self looking over my shoulder | Occult | Phoenix Min Yoongi | Please don't fact check my history | Reader Insert | Scenting | Sorcerer Kim Seokjin | Supernatural AU - Freeform | True Shifter (Shapeshifter) Park Jimin | Vampire Jeon Jungkook | magical creature au | romantic fluff eventually | warlock Kim Taehyung | witch reader,"Jeon Jungkook/Reader, Jung Hoseok | J-Hope/Reader, Kim Namjoon | RM/Reader, Kim Seokjin | Jin/Reader, Kim Taehyung | V/Reader, Min Yoongi | Suga/Reader, Park Jimin (BTS)/Reader, Reader/Everyone",jungkook
https://golemlab.eu/graph/14350620,1127,Training,"You're sucked into a world of chaos and sex as you become the boys' newest pet...toy...friend? First, you have to get through the many tests and trails they put you through to even hope of staying with them.",2018-04-17,98590.0,Explicit,F/M,In-Progress,Anal | Arguing | BDSM | BDSM Scene | Blindfolds | Bondage | Boys Kissing | Costume Kink | Costumes | Crossdressing | Crying | Crying After Sex | Daddy Kink | Dom!RM | Dom!namjoon | Femdom | Foreplay | Heavy BDSM | Japanese Rope Bondage | K-Pop - Freeform | Light BDSM | Light Bondage | Lingerie | Little!Jimin | Master/Pet | Masturbation | Masturbation in Shower | Member x Member | Name-Calling | Nurse outfits | Orgy | Overstimulation | Pet Play | Polyamory | Public Masturbation | Public Play | Roleplay | Rope Bondage | Sub!jimin | Submission | Submissive Jimin | Switching | Threesome | Toys | Wax Play | boy in lingerie | boys in lingerie | cursing | cuz orgy things happens | daddy dom | gucci | just for a few things | kpop,"Jeon Jungkook/Reader, Jung Hoseok | J-Hope/Reader, Kim Namjoon | RM/Reader, Kim Seokjin | Jin/Reader, Kim Taehyung | V/Reader, Min Yoongi | Suga/Reader, Park Jimin (BTS)/Reader",jungkook
https://golemlab.eu/graph/6589261,1123,Jealous!BTS x Reader One Shots,A collection of stories revolving around the boys being jealous over the reader. Ratings vary on the chapter.,2016-04-18,51256.0,Mature,F/M,In-Progress,,"Jeon Jungkook/Reader, Jung Hoseok | J-Hope/Reader, Kim Namjoon | Rap Monster/Reader, Kim Seokjin | Jin/Reader, Kim Taehyung | V/Reader, Min Yoongi | Suga/Reader, Park Jimin (BTS)/Reader",jungkook
https://golemlab.eu/graph/30222195,1099,Mutual Help,"In order for you to pretend to be his girlfriend, he helps you with your sexual desires - he calls it a mutual help",2021-03-23,387752.0,Mature,F/M,In-Progress,Anal Play | Angst | Cross-Posted on Wattpad | Deepthroating | Explicit Language | Fake/Pretend Relationship | Fluff | Friends to Lovers | Implied/Referenced Cheating | Oral Sex | Rough Sex | Semi-Public Sex | Sex Toys | Slow Burn | Smut | Spanking | Vaginal Sex,"Jeon Jungkook/Reader, Jeon Jungkook/You",jungkook
https://golemlab.eu/graph/6857905,1098,Pancakes?,"“You slept with my roommate who is notorious for one night stands, and now I’m meant to tell you that the reason you woke up alone is because she had to get to an early class. I should then proceed to get your phone number and tell you that she’ll call in a few days before binning it as soon as you leave, but I never do that so hi, sorry my roommates a jackass. Pancakes?” - Rewritten as of 10/26/20 because ~growth~",2020-10-26,1309.0,General Audiences,F/M,Completed,Alternate Universe - College/University | But still not quite as fluffy as reader's pancakes | Fluff | Jungkook-centric | Reader-Insert | literally nothing but the fluffiest of fluff | no beta we die like men | reader - Freeform | those shits be top tier | y/n not used,Jeon Jungkook/Reader,jungkook
https://golemlab.eu/graph/11632332,1094,You Never Walk Alone,"❝Taehyung finds you first. Loves you first. But fate is cruel, and destiny gives you seven soulmates.❞ Or, alternatively, BTS falls for you and you fall for one of them. 'Till shit hits the fan and everything is thrown straight to the depths of hell. ↪ Poly!BTS. OT7/Reader.",2017-07-28,103613.0,Teen And Up Audiences,F/M,Completed,Amnesia | Angst | Bonds Beyond Time | Falling In Love | Fluff | Friends to Lovers | Love Triangles | Reader is a Lawyer | Soulmates | celebrating canada 150 | poly!bts | reader is canadian | reader is noona,"Jeon Jungkook/Reader, Jung Hoseok | J-Hope/Reader, Kim Namjoon | Rap Monster/Reader, Kim Seokjin | Jin/Reader, Kim Taehyung | V/Reader, Min Yoongi | Suga/Reader, Park Jimin (BTS)/Reader, Reader/Everyone Series: The Red String of Fate [1]",jungkook
https://golemlab.eu/graph/18318239,1082,Moth to Flame,"Robbed of your memories and intended as a birthday present for a deadly creature of the night, you unwittingly become the center of a territorial dispute between two covens of vampires. Tensions are rising and the brothers are getting hungry… Updates on the 10th of every month! Poll is Closed! Thank you for voting!",2019-04-01,102903.0,Explicit,F/M,In-Progress,AGAIN MOSTLY KIND OF | Alternate Universe - Vampire | Anal Fingering | Anal Sex | Biting | Kind of Hypnotism but Not Really | Mildly Dubious Consent | Oral Sex | Ownership | Public Sex | Threesome - F/M/M | Vaginal Fingering | Vaginal Sex | Voyeurism | at least im looking the kidnapping in the eye yknow what i mean | i skirt a lot of experimental shit in this one fellas dont judge me | look listen to me its gonna end up being all of them ok so like an EIGHTSOME im sorry alright | sorry lmao gotta update dose tagss,"Jeon Jungkook/Reader, Jung Hoseok | J-Hope/Reader, Kim Namjoon | RM/Reader, Kim Seokjin | Jin/Reader, Kim Taehyung | V/Reader, Min Yoongi | Suga/Reader, Park Jimin (BTS)/Reader Series: Moth to Flame [1]",jungkook
https://golemlab.eu/graph/19206832,1047,I'll Still Stay,"Y/N, living in a society where hybrids are seen as commonly as pets and working a well-paying job, finally decides to adopt a hybrid for herself. But what happens when instead of one new companion, she leaves with seven? And what happens when nature decides that these companions are meant to be more than that?",2019-06-13,16440.0,Teen And Up Audiences,F/M,In-Progress,BTS fluff | Bunny Hybrid Jeon Jungkook | Cat Hybrid Kim Namjoon | RM | Cat Hybrid Kim Seokjin | Jin | Clingy Park Jimin | Dog Hybrid Kim Taehyung | V | Dog Hybrid Park Jimin (BTS) | Fluff | Fox Hybrid Hoseok | Hybrid AU | Hybrid Jeon Jungkook | Hybrid Jung Hoseok | J-Hope | Hybrid Kim Namjoon | RM | Hybrid Kim Seokjin | Jin | Hybrid Kim Taehyung | V | Hybrid Min Yoongi | Suga | Hybrid Park Jimin (BTS) | Hybrids | Mates | Min Yoongi | Suga Is Whipped | Protective Behavior | Shy Jeon Jungkook | Sub Park Jimin (BTS) | especially Yoongi | everyone is mates with everyone | everyone is soft for each other | human reader | hybrid mates | later angst | mentions of mistreatment | poly bts | rottweiler hybrid jimin | siamese hybrid yoongi,"Jeon Jungkook/Reader, Jung Hoseok | J-Hope/Reader, Kim Namjoon | RM/Reader, Kim Seokjin | Jin/Reader, Kim Taehyung | V/Reader, Min Yoongi | Suga/Reader, Park Jimin (BTS)/Reader",jungkook
https://golemlab.eu/graph/32865514,1005,Soulmate to You,"When a vaccine leads to unexplained symptoms, the world erupts into panic.  What happens when one girl finds out she is soulmates to all seven members of the largest musical group in the world? This story will contain explicit sexual content between the female lead and all seven of the male characters.",2021-07-28,178742.0,Explicit,F/M,In-Progress,Alternate Universe - Bangtan Universe | Alternate Universe - Soulmates | Angst and Fluff and Smut | Angst with a Happy Ending | Arranged Marriage | Blow Jobs | Childhood Friends | Double Vaginal Penetration | Eventual Happy Ending | Eventual Romance | Eventual Smut | Falling In Love | Fluff and Angst | Fluff and Smut | Foursome - F/M/M/M | Inspired by Bangtan Boys | BTS | Love Confessions | Love at First Sight | Marriage Proposal | Oral Sex | Romantic Soulmates | Smut | Soulmates | Threesome - F/M/M | Vaginal Fingering | Vaginal Sex,"Jeon Jungkook/Reader, Jung Hoseok | J-Hope/Reader, Kim Namjoon | RM/Reader, Kim Seokjin | Jin/Reader, Kim Taehyung | V/Reader, Min Yoongi | Suga/Reader, Park Jimin (BTS)/Reader",jungkook
https://golemlab.eu/graph/15599997,981,"her, her, her","It was her, they all thought. Her, her, her. Her they needed , her they loved . Then again, it felt wrong thinking they might not have each other someday— They were family. They had all met her separately— fallen for her separately , and when they found out she was everyone's her they cried. It all came down to her, her, her— y/n.",2018-08-07,139852.0,Not Rated,F/M,In-Progress,College AU | Falling In Love | Fluff and Angst | Friendship | Unrequited Love,"Jeon Jungkook/Reader, Jung Hoseok | J-Hope/Reader, Kim Namjoon | RM/Reader, Kim Seokjin | Jin/Reader, Kim Taehyung | V/Reader, Min Yoongi | Suga/Reader, Park Jimin/Reader",jungkook
https://golemlab.eu/graph/15333759,954,Maintenance,"Jeon Jungkook is a bunny hybrid . He's lovable. He's cute. However, he's very,very,very, high maintenance.  Being a bunny he has heats left and right . His chances of adoption are low compared to cat and dog hybrids due to how high maintenance he is . Enter you, a lonely business woman. You're pretty well off and just crave companionship. Dating has just blundered your morale as a single woman. It doesn't have to be sexual , nor romantic. Just someone to come home to would be nice. However it isn't till you take this bunny hybrid home, that you see just how much maintenance he really is.",2018-07-18,25073.0,Mature,F/M,Completed,Bts/reader - Freeform | Bunny Hybrid Jungkook | Heat Sex | Hybrid bts | Smut | Some angst | hybrid sex | jeon jungkook - Freeform | jungkook - Freeform,Jeon Jungkook/Reader,jungkook
