s,kudos,title,summary,datePublished,words,rating,romanticCategory,publicationStatus,keyword,relationship,member,members_found
https://golemlab.eu/graph/12476916,91,Amort,“A love potion? But why would you need one of those?”,2017-10-24,697,Teen And Up Audiences,F/M,Completed,Alternate Universe - Modern with Magic | Drabble | Love Potion/Spell | Mysticism | Witch Kim Seokjin | Jin | Witchcraft,Kim Seokjin | Jin/Reader Series: Halloween Drabbles 2k17 [4],seokjin,{'seokjin'}
https://golemlab.eu/graph/21376966,91,"princess, your crown is falling","An unpleasant visit with your family has you returning home in tears, seconds from slipping, but Seokjin is there for you, like he always is. ☆Caregiver!Jin • Little!Reader☆",2019-11-12,2761,Mature,F/M,Completed,Abusive Parents | Age Play Caregiver Kim Seokjin | Jin | Age Play little Reader | DDLG | Emotional Hurt/Comfort | Emotional/Psychological Abuse | Fluff | Kim Seokjin | Jin is a Sweetheart | Non-Sexual Age Play | i just | needed this | not physical,Kim Seokjin | Jin/Reader Series: the little things [1],seokjin,{'seokjin'}
https://golemlab.eu/graph/11716464,91,Bittersweet Chocolate,"Unable to comprehend your feelings for your best friend of many years, something sweet gives you a glimpse into your wildest dreams.",2017-08-05,8892,Teen And Up Audiences,F/M,Completed,Chocolate | Dreams | Fluff | Fluff and Angst | Friends to Lovers | Friendship/Love | Magic | Romance | Supernatural Elements,Kim Seokjin | Jin/Reader Series: Chocolate Magic Series [1],seokjin,{'seokjin'}
https://golemlab.eu/graph/27890413,90,The Bodyguard,"As your bodyguard, keeping you safe from the world comes with rules. But you’re used to getting what you want, and you want him.",2020-12-05,4994,Explicit,F/M,Completed,Attempted Seduction | Creampie | Exhibitionism | Fluff | Multiple Orgasms | Nudity | Oral Sex | Pining | Public Sex | Sex | Smut | Vaginal Fingering,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/19297849,90,adoration,morning sex with seokjin,2019-06-20,1371,Mature,F/M,Completed,Creampie | Established Relationship | Fluff | PWP | Slice of Life | Smut | also i looked up the sex position and its called the plaid | it's nothing too smutty | just ... sideways sex | just ur regular run of the mill morning sex,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/12090129,89,Colorblind,"Jin x reader Seokjin lives his life in colorblindness and without detail. He always hoped for a cure, especially when it begins to affect his career. But he's giving up on it. (Based off a soulmate au)",2017-09-14,1985,General Audiences,F/M,Completed,Fluff | Jin - Freeform | Jin/Reader - Freeform | No Smut | Reader-Insert | Romance | Seokjin/reader - Freeform | Yoongi - Freeform | bangtan boys - Freeform | bts - Freeform | hoseok - Freeform | jhope - Freeform | kpop | namjoon - Freeform | seokjin - Freeform | suga - Freeform,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/13774659,88,Blackout,"You and Seokjin are head back to his apartment after a study session, only to find that the weather has left you stranded there with no way to get home. The electricity is off, and it's just you and the guy you like. What could happen?",2018-02-23,4507,Teen And Up Audiences,F/M,Completed,Alternate Universe - College/University | Female The Reader (Pyre) | First Time | He's a little awkward | Jin - Freeform | Kim Seokjin - Freeform | Kissing | Oral Sex | Reader Insert | Sex | Smut | seokjin is a gentleman | so are you | soekjin,Kim Seokjin | Jin/Reader Series: Bangtan One-shots [5],seokjin,{'seokjin'}
https://golemlab.eu/graph/14397327,88,best mistake,None,2018-04-22,3726,Explicit,F/M,Completed,Friends to Lovers | Smut | soft and caring seokjin,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/19213714,88,Redamancy: Kim Seokjin x Hogwarts AU,"You had graduated Hogwarts years ago and instead of going into University to continue learning about magic, you had moved on to Saint Mungo's, hoping to become a Healer, a dream you had held since you were long. Years have passed, now you were a Healer working everyday, rarely leaving the hospital. However, given a mission with your team, you step back into the castle that held countless of your childhood memories. The place just also happened to be a place that held memories of 'him.' And turns out, you'll be making new memories with him there once again.",2019-06-14,30295,Not Rated,F/M,Completed,BTS AU | Fanfic | Fluff | Love | bts alternative universe | bts hogwarts | bts x Hogwarts au,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/24392146,85,Ambrosia,"“You taste delicious, sweet cheeks.”",2020-05-26,29457,Explicit,F/M,Completed,Fluff | Humor | S2l | Smut,Kim Seokjin | Jin/Reader Series: Dionysus ·pub· [1],seokjin,{'seokjin'}
https://golemlab.eu/graph/25613422,84,Takeout,"You’re just a simple food deliverer for your parents’ restaurant, unknowingly delivering food to world renowned band BTS and catching the eye of Mr. World Wide Handsome.",2020-07-30,2227,Teen And Up Audiences,F/M,Completed,Fluff | Idol!AU | full of cuteness,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/25851223,83,Charming,"Prince Seokjin was as infuriating as he was beautiful. In line to one day be king, he requested your guidance in the ways of his people. In turn he will make you laugh, give your family fine gifts, and become an invaluable friend. Unfortunately, he will also make you fall in love with him. But the most unfortunate thing of all was his betrothal...to Snow White",2020-08-12,37100,Teen And Up Audiences,F/M,Completed,Alternate Universe - Snow White Fusion | Angst | Fantasy | Fluff | Fluff and Angst | Kim Seokjin | Jin-centric | Reader-Insert | Sweet Kim Seokjin | Jin,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/10646886,83,Project “Express your feelings”,"Jin is very proper with Y/N and doesn't do any PDA around the other members, aside from holding hands. The maknae line likes their noona and wants the relationship to continue so they help in their own way.",2017-04-16,2212,Not Rated,F/M,Completed,Angst | Dom Kim Seokjin | Jin | Fluff | One Shot | Relationship Problems | Smut,Kim Seokjin | Jin/Reader Series: BTS Smut Book [1],seokjin,{'seokjin'}
https://golemlab.eu/graph/14320710,82,Caught Ain The Act,None,2018-04-15,1942,Explicit,F/M,Completed,thigh riding,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/12912444,82,Don't Spill [M],Jin finds an excuse to play a game with you.,2017-12-04,4180,Mature,F/M,Completed,Smut,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/21735139,82,"if i kiss you, i won't be able to stop",the mafia's daughter's crush on her bodyguard reaches breaking point,2019-12-09,2165,Explicit,F/M,Completed,Bodyguard Kim Seokjin | Exhibitionism | Masturbation | Vaginal Fingering | Voyeurism | mafia's daughter reader,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/5234777,81,Pink Ribbon,"You tease Jin in the morning, and he makes you pay for it that night.",2015-11-18,1675,Explicit,F/M,Completed,Blow Jobs | Light Bondage | Light Dom/sub | Smut | Teasing,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/30131733,80,The Sevenfold Path - Seokjin,"As an apothecary, Kim Seokjin is a master of potions and remedies. As a friend, he is a master of making you laugh and feel at ease. His family has long been pushing for him to marry a powerful witch, but you always thought that he would laugh off the courtship once the time came. What will your future hold when your old friend shows you just how serious he can be? (Begin by reading The Sevenfold Path - Prologue)",2021-03-19,39550,Teen And Up Audiences,F/M,Completed,Alternate Universe | Reader-Insert | WITCHES AU | magical au,Kim Seokjin | Jin/Reader Series: The Sevenfold Path [7],seokjin,{'seokjin'}
https://golemlab.eu/graph/16532210,80,Sushi Print,"Pun master, Kim Seokjin, finds your choice in socks very endearing.",2018-11-05,3175,Teen And Up Audiences,F/M,Completed,Coffee | Cute | Dad Jokes | Fluff | I Wrote This Instead of Sleeping | Not Beta Read | Pun master | Romance | Socks | Uncontrollable laughter | jin's laughing face | pun daddy | puns | so stinking cute,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/21118136,80,666 butterfly kisses,"you’re a vampire in renaissance italy who likes earning favors from the most powerful men in the country. you just aren’t used to meeting handsome men that might be assassins and definitely give you the best orgasms of your life. or; the first time you meet the fae prince, although its not the last.",2019-10-21,4710,Explicit,F/M,Completed,Creampie | Cunnilingus | Dirty Talk | Fae Jin | Fae Prince Jin | Minor Violence | Multiple Orgasms | Oral Sex | Overstimulation | Plot What Plot/Porn Without Plot | Praise | Smut | Sword Fighting | Throat riding | Unprotected Sex | bc vampire | literally its just | set in Renaissance Italy | slight blood drinking mentions at the end | specifically | theres no real danger i promise | this is basically just | vampire reader | yes - Freeform | you read that correctly,Kim Seokjin | Jin/Reader Series: lets get spooky [3],seokjin,{'seokjin'}
https://golemlab.eu/graph/25439272,80,Catch My Breath,"Things weren't the same as they were before. My ex always made me feel worthless and unlovable... but this man... this stranger I met in a bar on a random thursday night, he did something no one else has managed to do in a long time- he allowed me to catch my breath and learn how to be myself.",2020-07-22,9756,Explicit,F/M,Completed,Body Image | Body Worship | Fluff and Smut | Friends to Lovers | Gratuitous Smut | Oral Sex | POV Female Character | POV First Person | Romantic Fluff | Romantic Soulmates | Sex | Soul Bond | Vaginal Fingering | plus sized reader,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/18231710,79,Thin Lines,"With the sudden merging of your companies, you have to put up with long time rival, Kim Seokjin,  but one night you end up lost in the streets of Gangnam, and he may end up as your only solace.",2019-03-25,12764,Not Rated,F/M,Completed,,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/11128983,77,Love Potion,You've been best friends with Jin for years and nothing will ever change that...except a love potion.,2017-06-07,1404,General Audiences,F/M,Completed,Fluff | One Shot | jin fluff | puns,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/25496347,77,Sweet Sugar,"losing your virginity to a sugar daddy wasn’t how you imagined your first time playing out, but you’re ready and willing to do it. thing is you don’t know how to break it to your sugar daddy that you’re a virgin",2020-07-29,4479,Mature,M/M,Completed,(implied) - Freeform | Alternate Universe - Sugar Daddy | Anal Fingering | Anal Sex | Ass Play | Ass to Mouth | Dirty Talk | Dom Kim Seokjin | Jin | Dom/sub | Explicit Consent | Explicit Sexual Content | Gay Kim Seokjin | Jin | Gay Sex | Gentle Sex | Kim Taehyung | V Has a Foot Kink | Loss of Virginity | Lube | Mentioned Kim Taehyung | V | Mentioned Min Yoongi | Suga | Oral Sex | Overstimulation | Porn With Plot | Rough Oral Sex | Sir Kink | Soft Kim Seokjin | Jin | Sugar Daddy | Sugar Daddy Kim Seokjin | Jin | Top Kim Seokjin | Jin | male reader - Freeform,"Kim Seokjin | Jin/Reader, Kim Seokjin | Jin/You",seokjin,{'seokjin'}
https://golemlab.eu/graph/39159003,77,9 Months to Fall in Love Extras,Read for even more from 9 Months to Fall in Love!,2022-05-22,4845,Explicit,F/M,In-Progress,Allusions to a Panic Attack | Angst | Dual POV | Romance | Slow Burn | Smut | Strangers to Lovers | Unplanned Pregnancy,"Kim Seokjin | Jin/Reader, Kim Seokjin | Jin/You Series: 9 Months to Fall in Love [2]",seokjin,{'seokjin'}
https://golemlab.eu/graph/27406054,77,Crystallised And Beyond Drabbles,A collection of drabbles following the events of the Crystallised saga.,2020-11-05,20090,Explicit,F/M,In-Progress,Domestic | Humour | Romance | Slice of Life | Smut,"Kim Seokjin | Jin/Reader, Kim Seokjin | Jin/You Series: The Crystallised Saga [6]",seokjin,{'seokjin'}
https://golemlab.eu/graph/27078289,76,cozy?,"His shoulder is at a perfect height and you let your head roll forward until it lands with a dim thunk. Well on your way to total blackout, you feel a soft kiss on the top of your head, hand that was on your knee now coming up to stroke your hair, and you preen under the gentle touch.",2020-10-18,1314,Teen And Up Audiences,F/M,Completed,Cuddling | Cute | Cute Ending | Domestic Fluff | Established Relationship | Fluff | Literal Sleeping Together | Sleep | Soft Kim Seokjin | Jin | Softness | idolverse | jin cooks when he can't sleep and yn gets cold when jin isn't there,Kim Seokjin | Jin/Reader Series: BTS [10],seokjin,{'seokjin'}
https://golemlab.eu/graph/15336432,76,Secrets,"Sneaking around and keeping secrets is nothing new to you. When Jin asks you to keep your relationship under wraps because he doesn’t want his frat brothers to make a big deal out of it, you have no problem agreeing. But as time goes on you start to think that maybe he isn’t trying to keep a secret from them, but rather keep a secret from you .",2018-07-18,10171,Mature,F/M,Completed,Alternate Universe - College/University | Alternate Universe - Fraternity | Angst | Comedy | Fraternities & Sororities | Implied/Referenced Cheating | Secret Relationship | Secrets | Smut | University,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/11561037,75,A Language All Our Own,"‘I can’t believe it, I’m actually here. This is actually happening.’ You meet Jin at BTS's first fansign, things don't go quite how they should have, but that's okay. Actions speak louder than words.",2017-08-14,1921,General Audiences,F/M,Completed,#heartsforjin | Ambiguous/Open Ending | Fluff | I love him | Light Angst | Meet-Cute | One Shot | Reader-Insert | Short & Sweet | fanmeetings | im trash | lowkey only wrote this cuz im whipped for Jin | other members appear briefly - Freeform | thank you Rei,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/6611560,75,Voix,He misses you. And all he needs is to hear the sound of your voice to keep moving on.,2016-04-21,3419,Teen And Up Audiences,F/M,Completed,Angst | Heavy Angst,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/13499478,75,Cave Me In,Four hours remain before he leaves for tour and you decide to make it count,2018-01-28,6153,Mature,F/M,Completed,Fluff | Idols | Light Dirty Talk | Light Hair Pulling | Oral Sex | Romance | Smut | Vaginal Fingering,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/25223359,75,Always Trust In Pixie Dust,"As a vegetable pixie, you weren’t exactly considered the most desirable in the pixie hierarchy. But the uncle of one of your student’s is convinced that you have a secret admirer, only made worse when your younger brother and sister get involved. Will they succeed in their matchmaking or will your admirer come forward before they can get into too much mischief?",2020-07-12,13977,Teen And Up Audiences,F/M,Completed,Fantasy AU | Fluff | Pixie AU | Supernatural AU - Freeform | pixie jimin | pixie jin | pixie reader | pixie taehyung | slight angst,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/28164459,74,Last Christmas,"it was bound to happen, eventually. after months of near misses at barbecues and birthdays, there’s no avoiding your ex-husband at hoseok’s annual christmas bash. but it’s fine, totally fine, because you’re both adults – and you’ve both brought dates and booze. what could go wrong?",2020-12-19,9010,Mature,F/M,Completed,Bad Manners | Emotional Constipation | Exes to Lovers | Snark | Snarky Smut | So Much Snark | Unprotected Sex | and a partridge in a pear tree | angelic!namjoon | bickering during banging | inconsiderate behavior | instigator!yoongi | neurotic!hoseok | sniping during smutting | terrible accounting jokes,"Kim Seokjin | Jin/Reader, Kim Seokjin | Jin/You",seokjin,{'seokjin'}
https://golemlab.eu/graph/29246514,74,Midnight,"Unable to sleep, your boyfriend gives you a little midnight relief.",2021-02-06,1440,Explicit,F/M,Completed,Boyfriend Seokjin | Creampie | Hair-pulling | Hickeys | Kim Seokjin | Jin Smut | Marking | Scratching | Unprotected Sex | Vaginal Fingering,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/18384503,74,Jealousy,"You’re happily married to Seokjin, for the most part, but seeing him co-host M Countdown with the gorgeous Jennie from BLACKPINK makes you feel entirely insecure and you don’t know how to deal with it.",2019-04-07,2029,Mature,F/M,Completed,Angst with a Happy Ending | Jealousy | Seokjin is DADDY | a little bit angsty but mainly fluff | bts canon | but he is also HUBBIE | spoiler alert lol,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/17401397,74,A Helping Hand,"Sexually frustrated, Jin offers you a hand.",2019-01-13,2941,Explicit,F/M,Completed,Alcohol | Friends to Lovers | Marking | Oral Sex | Vaginal Fingering,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/6768190,74,Hanker Sore,I hated him. He was so goddamn attractive. He was beautiful. He was practically perfect. I liked him.,2016-05-06,2405,General Audiences,F/M,Completed,mentions of yoongi,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/21809275,74,Mistakes and Retakes,"You hate to admit it, but making bad decisions and being reckless seem to be your forte. From saying yes to a last minute meeting to ignoring your father’s warning about driving late at night on a slippery road. As if you haven’t gotten enough bad luck already, your high school nemesis decides to be a hero and comes to the rescue. Santa must have placed you in his naughty list for a dire punishment before Christmas.",2019-12-16,18601,Mature,F/M,Completed,Enemies to Lovers | Fluff and Angst | Fluff and Smut | Outdoor Sex | Romance | Romantic Comedy | Smut | Winter | stranded for christmas,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/14773850,73,Favourite Kim Seokjin,"It’s either your favourite stuffed alpaca, Kim Seokjin or your favourite boyfriend, Kim Seokjin.",2018-05-28,684,General Audiences,F/M,Completed,Fluffy jin | Jin is too sweet | Kim Seokjin - Freeform | bangtan - Freeform | bts - Freeform | i kinda wanna gag because Jin is so cute | sleepy boyfriend | soft,"Kim Seokjin | Jin/Reader, Kim Seokjin/Reader",seokjin,{'seokjin'}
https://golemlab.eu/graph/12510528,73,|ＮＯＴ  Ａ  ＳＯＵＮＤ |,a/n: Based on a dream I had,2017-10-27,2965,Mature,F/M,Completed,Bangtan smut | Cunnilingus | Sex | Smut | bts jin smut | bts smut,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/22730593,73,Bespoke,Two one shots of Jin smut where he's behind bespoke luxury items and even better dicking From Lace: His ad stuck out. Independent lingerie maker in search of model and muse. Bespoke: Jin is a perfumer that crafts custom scents.,2020-02-15,9070,Explicit,F/M,Completed,Blindfolds | Creampie | Cum Play | Dirty Talk | Dom Kim Seokjin | Jin | Dom/sub | Fingerfucking | Lingerie | Marking | Oral Sex | Restraints | Sensation Play | Shameless Smut | Spanking | Vaginal Sex,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/35499955,73,Cinnamon Bliss,"Ever since the day he walked through the front door of your cafe hand in hand with his sweet daughter on one gloomy afternoon in the middle of winter, he had captured your heart without him even knowing it. All the time, you had chosen to stay on the sidelines, watching him mend his broken heart in silence while he teaches his own daughter that it was okay to be a kid despite the pain that they shared. You know you shouldn’t be so infatuated with him or let this feeling go any deeper. Because nothing could prepare you when you are forced to watch him move on, completely unaware that he is about to be breaking your heart into pieces.",2021-12-04,55338,Mature,F/M,In-Progress,Angst | Angst and Hurt/Comfort | Angst with a Happy Ending | Body Worship | Cafe Owner Reader | Eventual Smut | Explicit Sexual Content | Foreplay | Grief/Mourning | Healing | Kissing | Major Character Injury | Minor Character Death | Single Parent Kim Seokjin | Jin | Trauma | Unprotected Sex | Unrequited Love | Vanilla,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/25081279,72,Come Home -Jin x Reader-,"Tonight, Jin finally comes home.",2020-07-05,1207,General Audiences,F/M,Completed,Angst | Emotional Hurt/Comfort | Established Relationship | Fluff | Idol Kim Seokjin | Jin | Jin makes 2 puns at the end | One-Shot | Only a tiny bit is angsty I promise | general tooth-rotting fluff,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/18102842,72,Radiant,You’re the one who was left behind.,2019-03-13,2162,Teen And Up Audiences,F/M,Completed,Angst | Fluff,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/19837201,71,Best Summer Ever,You're home from college for the summer. The neighbors have gone away on vacation and you find out when you meet the house sitter they employed. Another boring summer is about to become your best summer ever.,2019-07-17,35714,Mature,F/M,In-Progress,Cum Play | Drinking | Drunk Sex | Finger Sucking | Flirting | Guy next door | Hand & Finger Kink | Housesitter | Ice Play | Kissing | Masturbation | Mutual Masturbation | Mutual Pining | Oral Fixation | Oral Sex | Orgasm | Party | Rubbing | Semi-Public Sex | Sex | Slow Burn | Summer | Summer Love | Summer Vacation | Swallowing | Vaginal Fingering | hookup,Kim Seokjin | Jin/Reader Series: Stumble Upon [3],seokjin,{'seokjin'}
https://golemlab.eu/graph/24255529,71,the formula for love,"newly single and in the midst of a bitter divorce, with a custody battle thrown in, chemistry professor kim seokjin tries not to fall in love with the new library assistant. and fails, horribly",2020-05-18,4045,Teen And Up Audiences,F/M,In-Progress,Angst and Feels | Eventual Smut | Fluff | Professor Kim Seokjin | Jin | Romance | Single Parent Kim Seokjin | Jin,Kim Seokjin | Jin/Reader Series: map of the hearts - drabble collection [4],seokjin,{'seokjin'}
https://golemlab.eu/graph/15382443,71,"Punishments, Starring Jin the Punisher™️",No pun intended.,2018-07-22,9485,General Audiences,F/M,In-Progress,Bad Puns | But maybe not that bad | Fluff and Crack | I'm going to stop now | Jin and his puns are the best tho | POV Second Person | and i'm probably going to hell | they probably are,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/12245232,71,Mine,"Award shows could get a little boring sometimes, but you have a toy to keep you busy.",2017-10-02,1304,Mature,F/M,Completed,In Public | Praise Kink | Sub Kim Seokjin | Jin,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/34124272,71,If By Chance (ksj),"Kim Seokjin is your drop dead gorgeous neighbor across the hall. One night after too many drinks, he helps make sure you're taken care of and safe. But the next morning, he has a proposition for you, and who are you to turn it down?",2021-09-27,19646,Explicit,F/M,In-Progress,Alternate Universe - Neighbors | DILF Kim Seokjin | Jin | Fluff and Smut | Friends With Benefits | Kim Seokjin | Jin Has a Big Dick | Oral Sex | Smut | Strangers to Lovers | Vaginal Fingering | Wall Sex,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/12939366,71,Pasticceria,Sometimes food really is the way to the heart.,2017-12-07,2477,Not Rated,F/M,Completed,Fluff | Implied Sexual Content,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/38275015,71,A Nice Walk Home,"Just a little fluff as you and your boyfriend walk home from a dinner with your friends, taking a moment to appreciate all the changes that lie ahead and all the things that will stay the same. Non-idol Seokjin x Y/N",2022-04-09,2283,General Audiences,F/M,Completed,Domestic Fluff | Established Relationship | Fluff | Romance,Kim Seokjin | Jin/Reader Series: The Most Beautiful Moments in Life [1],seokjin,{'seokjin'}
https://golemlab.eu/graph/14021952,70,The City Comes Alive,Seokjin is a street performer who falls for a girl who is always passing him by.,2018-03-25,17111,Mature,F/M,In-Progress,Angst | Fluff | Romantic Comedy | Smut,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/12262461,70,The Chocolatier,You never forgot about the day a young boy from the chocolate shop wiped away your tears and gave you the sweetest truffle you've ever had.,2017-10-04,6164,General Audiences,Gen,Completed,Angst | Fluff | and some chocolate,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/7468155,70,A Thousand Stars,"2,529 words of pure fluff starring Kim Seokjin and you (reader)",2016-07-12,2550,General Audiences,F/M,Completed,,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/30066180,70,An Inspection,"“There–there is a unit that was making trouble recently, and I need to, no, I have to inspect it, Your Majesty,” he panted out pressing his forehead against the solid wood. “And I have to inspect your beautiful backside, general Kim,” you shrugged with a smirk while tugging his pants down to expose said backside. “And let me tell you, general Kim, that it’s also a matter of great importance.”",2021-03-15,2545,Mature,F/M,Completed,Alternate Universe - Royalty | Bottom Kim Seokjin | Jin | Cisgender | Ciswoman | Clothed Sex | Dirty Talk | Femdom | Fluff and Smut | Hand Jobs | Kim Seokjin | Jin is Whipped | Kissing | Military General Kim Seokjin | Jin | Pegging | Praise Kink | Reader-Insert | Royalty | Sex Toys | Shameless Smut | Spanking | Sub Kim Seokjin | Jin | empress Reader - Freeform,Kim Seokjin | Jin/Reader Series: Her Beloved Consorts [1],seokjin,{'seokjin'}
https://golemlab.eu/graph/14158545,68,Intruder,"When a threat arises the alpha instantly reacts, the safety of her pack the only thing in her mind. What she doesn’t expect is to get a runaway wolf and an unpleasant meeting with the other wilder pack of wolves. In the end its in her hands to decide the strangers fate if she’s going to help him or not.",2018-03-31,27098,Mature,F/M,Completed,Blood and Gore | Blow Jobs | Fluff | Full Shift Werewolves | Hurt/Comfort | Oral Sex | Past Abuse | Past Violence | Romance | Sex | Soulmates | Threats of Violence | Vaginal Sex | Violence | Werewolves,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/13584144,68,Princess,A Kim Seokjin x reader fanfic where he buys you underwear and smut ensues,2018-02-05,1729,Explicit,F/M,Completed,Jin - Freeform | Kim Seokjin - Freeform | Making Love | Pink - Freeform | Princess - Freeform | Smut | bangtan - Freeform | bangtan boys - Freeform | bangtan sonyeondan - Freeform | bts - Freeform | princess kink | seokjin - Freeform,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/19783351,67,Tulips,“A tulip doesn’t strive to impress anyone. It doesn’t struggle to be different than a rose. It doesn’t have to. It is different.” (Marianne Williamson) or You think he doesn't love you and that can have disastrous consequences.,2019-07-12,3071,Mature,F/M,Completed,Alternate Universe - Not K-Pop Idols | Hanahaki Disease | Professor!Seokjin | Student!Reader - Freeform,Kim Seokjin | Jin/Reader Series: Flora & Fauna [2],seokjin,{'seokjin'}
https://golemlab.eu/graph/11508465,67,Pretty Baby,"You have a special gift to give Jin on your anniversary. Sadly you don't get to give it to him in person, but Jin gives you a surprise of your own.",2017-07-15,2387,Explicit,F/M,Completed,Come Eating | Cross-Posted on Tumblr | Dom/sub Undertones | Masturbation | Sub Kim Seokjin | Jin | Voyeurism (sort of?) | men wearing lingerie | sex on camera,"Kim Seokjin | Jin/Reader, Kim Seokjin/Reader",seokjin,{'seokjin'}
https://golemlab.eu/graph/20701127,67,Synesthesia,"for as long as you could remember, almost every word was associated with a taste, and vice versa. there was no indication that you had a soulmate, and early on you had been dismissed as soulmate-less, but you were sure that your synesthesia had something to do with it.",2019-09-19,2246,Not Rated,F/M,Completed,Jin - Freeform | Jin x Reader | Kim Seokjin - Freeform | Reader x Jin | Soulmate Series,Kim Seokjin | Jin/Reader Series: Soulmate Series [4],seokjin,{'seokjin'}
https://golemlab.eu/graph/18883477,66,Photo Booth,You’re the twerpy best friend of his little brother. Or maybe more.—fluff,2019-05-19,5668,Teen And Up Audiences,F/M,Completed,Alternate Universe - High School | Fluff | Non-Idol AU,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/9067756,64,Hazy,“You have no idea what you have gotten yourself into.” A little tease which earns you a little reward. Time for him to make your wild imagination come true.,2016-12-26,2900,Mature,F/M,Completed,Alternate Universe - Bar/Pub | Fluff and Smut | Pub Sex | Public Sex | Smut,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/15375048,64,coasting,"All you wanted was to talk to the mysterious handsome guy who came in every day to pick up some lunch in your friend’s diner; but when you discover the mystery that lies behind the face, you jump into much more than you ever bargained for.",2018-07-21,21167,Explicit,F/M,In-Progress,Alternate Universe - College/University | Alternate Universe - Drug Dealer | Angst | Bad Boy Kim Seokjin | Jin | Bad Boy Kim Taehyung | V | Bad Boy Park Jimin | Eventual Smut | Explicit Language | Explicit Sexual Content | On Hiatus | Out of Character | Slightly slow burn | Smut,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
https://golemlab.eu/graph/27470014,64,Love And Lies,"You are a simple maid. When your lady and dearest friend need help escaping an arranged marriage with King Seokjin so they might be together, you do the only thing you can - take her place.",2020-11-09,8152,Mature,F/M,In-Progress,Alternate Universe - Historical | Alternate Universe - Medieval | Arranged Marriage | False Identity | King Kim Seokjin | Jin | Knight Jeon Jungkook | Maids | Rags to Riches | Reader-Insert | Sweet Kim Seokjin | Jin | medieval romance,Kim Seokjin | Jin/Reader,seokjin,{'seokjin'}
