s,title,summary,datePublished,words,rating,romanticCategory,publicationStatus,kudos,member,keyword,relationship,tag_list,canonical_tags,noncanonical_tags,filtered_noncanonical_tags,bts_tags
https://golemlab.eu/graph/29723181,Don't Go Baking My Heart,"“I realized I had feelings for someone else. He’s smart, and kind, and handsome. And he makes me laugh,” you add quietly, leaning against the table. And then you’re pushing yourself up against Jin's mouth, soft and slow. You feel his tongue darting out to brush against your lips, and— “Couldn’t you tell me that earlier?” Jin protests, tearing himself away from you, and your eyes snap open. “I would have planned the best Valentine’s Day you’ve ever—” You groan and cut him off with another kiss, faster and harder this time. You moan in contentment into his mouth when he kisses you back, and you— “I wanted to make you an amazing strawberry cake! Now I don’t have any strawberries left!” “Jin, please,” you sigh, unable to tolerate any other interruption, “would you just shut up and kiss me?” And, finally, he does.",2021-02-26,14697,Explicit,F/M,Completed,155,seokjin,Alternate Universe - Bakery | Baker Kim Seokjin | Jin | Bakery and Coffee Shop | Cross-Posted on Tumblr | Fluff | Fluff and Smut | Insecurity | Pining | Slow Burn | Strangers to Friends to Lovers | Strangers to Lovers | Vaginal Sex | Valentine's Day | ish | it's mostly soft and fluffy | jin's bad jokes,Kim Seokjin | Jin/Reader,"['Alternate Universe - Bakery', 'Baker Kim Seokjin', 'Jin', 'Bakery and Coffee Shop', 'Cross-Posted on Tumblr', 'Fluff', 'Fluff and Smut', 'Insecurity', 'Pining', 'Slow Burn', 'Strangers to Friends to Lovers', 'Strangers to Lovers', 'Vaginal Sex', ""Valentine's Day"", 'ish', ""it's mostly soft and fluffy"", ""jin's bad jokes""]","['Alternate Universe - Bakery', 'Bakery and Coffee Shop', 'Cross-Posted on Tumblr', 'Fluff', 'Fluff and Smut', 'Insecurity', 'Pining', 'Slow Burn', 'Strangers to Lovers', 'Vaginal Sex', ""Valentine's Day""]","['Baker Kim Seokjin', 'Jin', 'Strangers to Friends to Lovers', 'ish', ""it's mostly soft and fluffy"", ""jin's bad jokes""]","['Baker Kim Seokjin', 'Jin']",[]
https://golemlab.eu/graph/21663934,Half-Baked Holiday,"Granny Park's Gossip: That Seokjin, don’t get me started on him. He’s worked hard to open and run that bakery of his, you know, and I’m so proud that it’s so successful now. Wish he would find a nice person to settle down with, though, he deserves it, as long as he’s been on his own. Well, I guess you can’t really call it alone when he’s got that grump of a best friend always hanging around him. He really should be paying her, what with all the time she spends at the bakery with him. She’s always waking up on the wrong side of the bed, but she’s not so bad when she brings me some of those cookies of his, or just around Seokjin in general, if I’m honest. Too distracted by staring at that pretty face of his, I suppose, though who can blame her?",2019-12-04,12631,Explicit,F/M,Completed,154,seokjin,Baker Kim Seokjin | Jin | Best Friends to Lovers | Explicit Smut | Grump!Reader | idiots to lovers,"Kim Seokjin | Jin/Reader, Kim Seokjin | Jin/You Series: The Snowball Effect [7]","['Baker Kim Seokjin', 'Jin', 'Best Friends to Lovers', 'Explicit Smut', 'Grump!Reader', 'idiots to lovers']",[],"['Baker Kim Seokjin', 'Jin', 'Best Friends to Lovers', 'Explicit Smut', 'Grump!Reader', 'idiots to lovers']","['Baker Kim Seokjin', 'Jin', 'Explicit Smut', 'Grump!Reader']",[]
https://golemlab.eu/graph/12589936,Mistletoe,It's a beautiful day to learn that mistletoe is hemiparasitic.,2017-11-01,1225,Teen And Up Audiences,F/M,Completed,154,seokjin,Alternate Universe - Vampire | First Kiss | Human/Vampire Relationship | Mistletoe | Vampire Kim Seokjin | Jin | Walks In The Park,Kim Seokjin | Jin/Reader Series: Vampire!Jin [3],"['Alternate Universe - Vampire', 'First Kiss', 'Human/Vampire Relationship', 'Mistletoe', 'Vampire Kim Seokjin', 'Jin', 'Walks In The Park']","['Alternate Universe - Vampire', 'First Kiss', 'Human/Vampire Relationship', 'Mistletoe', 'Walks In The Park']","['Vampire Kim Seokjin', 'Jin']","['Vampire Kim Seokjin', 'Jin']",[]
https://golemlab.eu/graph/19301776,Dear Authornim,"You’re a writer of BTS fanfiction. rockstarjin is your favorite reader that you’ve actually come to be friends with…and maybe had a bit of a crush on if you were honest. When they mention that they were in your area, you muster up all your courage and ask to meet up. You’re up for quite the surprise.",2019-06-21,2697,Explicit,F/M,In-Progress,151,seokjin,Crack | Fluff | Friends to Lovers | Gentle femdom | Kim Seokjin discovers fanfiction | Kim Seokjin | Jin-centric | Light Dom/sub | Online Relationship | Original Female Character - Freeform | Reader-Insert | because someone needs to take care of Seokjin right | idolverse | oh look there's smut now | please don't call me authornim lol | reader - Freeform | the title is a joke,Kim Seokjin | Jin/Reader,"['Crack', 'Fluff', 'Friends to Lovers', 'Gentle femdom', 'Kim Seokjin discovers fanfiction', 'Kim Seokjin', 'Jin-centric', 'Light Dom/sub', 'Online Relationship', 'Original Female Character - Freeform', 'Reader-Insert', 'because someone needs to take care of Seokjin right', 'idolverse', ""oh look there's smut now"", ""please don't call me authornim lol"", 'reader - Freeform', 'the title is a joke']","['Crack', 'Fluff', 'Friends to Lovers', 'Light Dom/sub', 'Online Relationship', 'Reader-Insert']","['Gentle femdom', 'Kim Seokjin discovers fanfiction', 'Kim Seokjin', 'Jin-centric', 'Original Female Character - Freeform', 'because someone needs to take care of Seokjin right', 'idolverse', ""oh look there's smut now"", ""please don't call me authornim lol"", 'reader - Freeform', 'the title is a joke']","['Kim Seokjin', 'Original Female Character - Freeform']",[]
https://golemlab.eu/graph/12635061,Plage,the suave champion swimmer is like a fish out of the water around the girl he is crushing on.,2017-11-07,10581,Mature,F/M,Completed,149,seokjin,Fluff | Smut | Swimmer!Jin | bad dad jokes but it's okay cause jin is a sweetie,Kim Seokjin | Jin/Reader,"['Fluff', 'Smut', 'Swimmer!Jin', ""bad dad jokes but it's okay cause jin is a sweetie""]","['Fluff', 'Smut']","['Swimmer!Jin', ""bad dad jokes but it's okay cause jin is a sweetie""]",['Swimmer!Jin'],[]
https://golemlab.eu/graph/19057186,Groove To My Vibe,"Everyone tends to assume that your boyfriend, for all his refusals to dish on your private life and his somewhat conservative preferences for PDA, is most likely about as vanilla as they come. Despite often being baited with jokes about being a ‘missionary man’ and the like, Jin has never once given the slightest hint as to what sorts of things the two of you get up to in the bedroom. And in the kitchen. Not to mention his car. And sometimes the bathroom at the coffee shop around the corner. He’d certainly never tell a soul about the remote tucked into his pants pocket or all the ways he intends to make you squirm for him during a group outing at the club. A private man though Jin may be, secretly playing around in public is one of his favorite past times and you do so love to join in on his particular idea of fun.",2019-06-01,18448,Explicit,F/M,Completed,144,seokjin,Bad Puns | Established Relationship | Fluff | Semi-Public Sex | Smut | Vibrators | a bit of edging | jin and reader are so whipped for each other | mild praise kink on jin and the reader's part,Kim Seokjin | Jin/Reader Series: Groove To My Vibe Series [1],"['Bad Puns', 'Established Relationship', 'Fluff', 'Semi-Public Sex', 'Smut', 'Vibrators', 'a bit of edging', 'jin and reader are so whipped for each other', ""mild praise kink on jin and the reader's part""]","['Bad Puns', 'Established Relationship', 'Fluff', 'Semi-Public Sex', 'Smut', 'Vibrators']","['a bit of edging', 'jin and reader are so whipped for each other', ""mild praise kink on jin and the reader's part""]",[],[]
https://golemlab.eu/graph/20594000,breakfast sweets,Your attempt to sneak out of the apartment of last night’s one-night stand doesn’t go as planned.,2019-09-10,2453,Explicit,F/M,Completed,142,seokjin,Crack | Daddy Kink | Dirty Talk | Fluff | One Night Stands | Oral Sex | Orgasm Delay/Denial | Smut,Kim Seokjin | Jin/Reader,"['Crack', 'Daddy Kink', 'Dirty Talk', 'Fluff', 'One Night Stands', 'Oral Sex', 'Orgasm Delay/Denial', 'Smut']","['Crack', 'Daddy Kink', 'Dirty Talk', 'Fluff', 'One Night Stands', 'Oral Sex', 'Orgasm Delay/Denial', 'Smut']",[],[],[]
https://golemlab.eu/graph/11559108,Mama Mo's,"This is the second in a BTS OneShot Series based on a prompt list I ran across! Jin's story is based on the prompt:The Classic™- The hotel only has a king sized bed, I guess we’re sharing.",2017-07-20,5363,Mature,F/M,Completed,142,seokjin,Fluff and Humor | One Shot | Romantic Comedy | Romantic Fluff,Kim Seokjin | Jin/Reader Series: BTS Bed Sharing Series [2],"['Fluff and Humor', 'One Shot', 'Romantic Comedy', 'Romantic Fluff']","['Fluff and Humor', 'One Shot', 'Romantic Comedy', 'Romantic Fluff']",[],[],[]
https://golemlab.eu/graph/14622950,Maybe Ever After,"Would you be you if you did not reread the same book for what is probably the hundredth time? No, probably not. When life becomes mundane and full of unhappy endings, you always turn to the large book with golden edged pages that your grandmother gave you years ago. You know this book probably more so than the back of your hand; from the red stain of spaghetti (that your mom told you would get on the book if you read at dinner time) to the exact moment when the prince will deliver his clever words. After reading this fairytale so many times, you could probably see his beautiful strands of hair in your sleep. However, if you know this book like the back of your hand, why is it so difficult for you to remember if his hair has always been so pink? You could have sworn Prince Seokjin has always been depicted with blonde…",2018-05-12,86196,Teen And Up Audiences,F/M,In-Progress,140,seokjin,Alternate Universe - Fairy Tale | Alternate Universe - Fantasy | Alternate Universe - Royalty | Angst | Angst and Fluff and Smut | Eventual Fluff | Eventual Smut | Fairy Tale Curses | Fluff | Fluff and Angst | Fluff and Smut | Light Angst | Mild Smut | Royalty | Slow Burn | Slow Romance,Kim Seokjin | Jin/Reader,"['Alternate Universe - Fairy Tale', 'Alternate Universe - Fantasy', 'Alternate Universe - Royalty', 'Angst', 'Angst and Fluff and Smut', 'Eventual Fluff', 'Eventual Smut', 'Fairy Tale Curses', 'Fluff', 'Fluff and Angst', 'Fluff and Smut', 'Light Angst', 'Mild Smut', 'Royalty', 'Slow Burn', 'Slow Romance']","['Alternate Universe - Fairy Tale', 'Alternate Universe - Fantasy', 'Alternate Universe - Royalty', 'Angst', 'Angst and Fluff and Smut', 'Eventual Fluff', 'Eventual Smut', 'Fairy Tale Curses', 'Fluff', 'Fluff and Angst', 'Fluff and Smut', 'Light Angst', 'Mild Smut', 'Royalty', 'Slow Burn', 'Slow Romance']",[],[],[]
https://golemlab.eu/graph/5013862,Ordinary,"""Like that?"" -Jin",2015-10-17,2243,Mature,F/M,Completed,138,seokjin,Dinner | Explicit Sexual Content | I Wrote This Instead of Sleeping | Kim Seokjin - Freeform | Other Additional Tags to Be Added | Relationship(s) | Rough Sex | Roughness | Sexual Content | Smut | Tags Are Hard | Tags May Change | i have a lack of tags to use for some reason | smh | surprise,Kim Seokjin | Jin/Reader,"['Dinner', 'Explicit Sexual Content', 'I Wrote This Instead of Sleeping', 'Kim Seokjin - Freeform', 'Other Additional Tags to Be Added', 'Relationship(s)', 'Rough Sex', 'Roughness', 'Sexual Content', 'Smut', 'Tags Are Hard', 'Tags May Change', 'i have a lack of tags to use for some reason', 'smh', 'surprise']","['Dinner', 'Explicit Sexual Content', 'I Wrote This Instead of Sleeping', 'Other Additional Tags to Be Added', 'Relationship(s)', 'Rough Sex', 'Roughness', 'Sexual Content', 'Smut', 'Tags Are Hard', 'Tags May Change']","['Kim Seokjin - Freeform', 'i have a lack of tags to use for some reason', 'smh', 'surprise']",['Kim Seokjin - Freeform'],[]
https://golemlab.eu/graph/25176322,Kairos,"kairos καιρός (greek, n.) - the perfect, delicate, crucial moment; the fleeting rightness of time and place that creates the opportune atmosphere for action, words, or movement When your financial aid falls through for your last year of school, you fear you’ll have to drop out and postpone your degree. Until Taehyung gives you a suggestion to make a lot of money, quick. His idea can’t possibly end well, can it?",2020-07-10,25656,Explicit,F/M,Completed,138,seokjin,Alpha Kim Seokjin | Jin | Alpha/Beta/Omega Dynamics | Alternate Universe - College/University | Creampie | Cunnilingus | Dirty Talk | Dom/sub Undertones | Dry Humping | Knotting | Marking | Mating Cycles/In Heat | Mild Blood | Multiple Orgasms | Omega Reader | Oral | Praise Kink | Teasing | Unprotected Sex | Vaginal Fingering | impreg kink,Kim Seokjin | Jin/Reader Series: Kairos [1],"['Alpha Kim Seokjin', 'Jin', 'Alpha/Beta/Omega Dynamics', 'Alternate Universe - College/University', 'Creampie', 'Cunnilingus', 'Dirty Talk', 'Dom/sub Undertones', 'Dry Humping', 'Knotting', 'Marking', 'Mating Cycles/In Heat', 'Mild Blood', 'Multiple Orgasms', 'Omega Reader', 'Oral', 'Praise Kink', 'Teasing', 'Unprotected Sex', 'Vaginal Fingering', 'impreg kink']","['Alpha/Beta/Omega Dynamics', 'Alternate Universe - College/University', 'Creampie', 'Cunnilingus', 'Dirty Talk', 'Dom/sub Undertones', 'Dry Humping', 'Knotting', 'Marking', 'Mating Cycles/In Heat', 'Mild Blood', 'Multiple Orgasms', 'Praise Kink', 'Teasing', 'Vaginal Fingering']","['Alpha Kim Seokjin', 'Jin', 'Omega Reader', 'Oral', 'Unprotected Sex', 'impreg kink']","['Alpha Kim Seokjin', 'Jin', 'Omega Reader', 'Oral', 'Unprotected Sex']",[]
https://golemlab.eu/graph/23214004,Admire,"You'd never needed anyone else. Growing up alone, living alone, existing alone. It all came naturally and effortlessly, quite like breathing. That was until your somewhat distant parents finally decided it was time to make good on a promise. One they'd made before you were even born. To you, an arranged marriage sounded like your averagely overused television plot or writing trope, yet now that it was actually happening there was nothing you could do but accept it and move on. At the end of the day, you were nothing more than a placeholder to represent and uphold your family name. Well, too bad your husband ended up being everything you were not expecting. *Also cross-posting to my tumblr. Please head on over there for general updates, or if you want to leave a message/chat with me!*",2020-03-19,24952,Teen And Up Audiences,F/M,In-Progress,136,seokjin,Absent Parents | Alternate Universe - Arranged Marriage | Angst and Fluff and Smut | Angst and Hurt/Comfort | Arranged Marriage | Bad Parenting | Domestic Fluff | Eventual Romance | Eventual Smut | First Meetings | Getting to Know Each Other | High-class parties | Jin is lowkey kuudere | Kim Namjoon | RM is a Sweetheart | Kim Seokjin | Jin is Bad at Feelings | Loneliness | Rich Kim Namjoon | RM | Rich Kim Seokjin | Jin | Rich Kim Taehyung | V | Self-Discovery | Slow Build | Slow Burn | Strangers to Lovers | Sweet Kim Seokjin | Jin | Touch-Starved | needs to open up,"Kim Seokjin | Jin/Reader, Kim Seokjin | Jin/You","['Absent Parents', 'Alternate Universe - Arranged Marriage', 'Angst and Fluff and Smut', 'Angst and Hurt/Comfort', 'Arranged Marriage', 'Bad Parenting', 'Domestic Fluff', 'Eventual Romance', 'Eventual Smut', 'First Meetings', 'Getting to Know Each Other', 'High-class parties', 'Jin is lowkey kuudere', 'Kim Namjoon', 'RM is a Sweetheart', 'Kim Seokjin', 'Jin is Bad at Feelings', 'Loneliness', 'Rich Kim Namjoon', 'RM', 'Rich Kim Seokjin', 'Jin', 'Rich Kim Taehyung', 'V', 'Self-Discovery', 'Slow Build', 'Slow Burn', 'Strangers to Lovers', 'Sweet Kim Seokjin', 'Jin', 'Touch-Starved', 'needs to open up']","['Absent Parents', 'Alternate Universe - Arranged Marriage', 'Angst and Fluff and Smut', 'Angst and Hurt/Comfort', 'Arranged Marriage', 'Bad Parenting', 'Domestic Fluff', 'Eventual Romance', 'Eventual Smut', 'First Meetings', 'Getting to Know Each Other', 'Loneliness', 'Self-Discovery', 'Slow Build', 'Slow Burn', 'Strangers to Lovers', 'Touch-Starved']","['High-class parties', 'Jin is lowkey kuudere', 'Kim Namjoon', 'RM is a Sweetheart', 'Kim Seokjin', 'Jin is Bad at Feelings', 'Rich Kim Namjoon', 'RM', 'Rich Kim Seokjin', 'Jin', 'Rich Kim Taehyung', 'V', 'Sweet Kim Seokjin', 'Jin', 'needs to open up']","['Kim Namjoon', 'Kim Seokjin', 'Rich Kim Namjoon', 'Rich Kim Seokjin', 'Jin', 'Rich Kim Taehyung', 'Sweet Kim Seokjin', 'Jin']",[]
https://golemlab.eu/graph/13268766,He Will See You Now | A BTS Fanfiction | Jin & Reader,"You’re a journalist for The Korean Herald, and suddenly you’re requested to interview the young CEO of Big Hit, Kim Seokjin.",2018-01-04,5504,Teen And Up Audiences,F/M,Completed,135,seokjin,Fluff | Jin x Reader | Reader Insert | bts - Freeform,Kim Seokjin | Jin/Reader,"['Fluff', 'Jin x Reader', 'Reader Insert', 'bts - Freeform']",['Fluff'],"['Jin x Reader', 'Reader Insert', 'bts - Freeform']",['Reader Insert'],[]
https://golemlab.eu/graph/15170663,Gluttony,"Jin has a surprise dinner planned for your anniversary. However, he was never too good with dessert. Not like you, anyway. Kim Seokjin commits the second sin: gluttony.",2018-07-05,3847,Explicit,F/M,Completed,134,seokjin,Anniversary | Baking | Chef Kim Seokjin | Jin | Dinner | Food Porn | Gluttony | Romance | Seven Deadly Sins | Smut,Kim Seokjin | Jin/Reader Series: Seven Deadly Sins [2],"['Anniversary', 'Baking', 'Chef Kim Seokjin', 'Jin', 'Dinner', 'Food Porn', 'Gluttony', 'Romance', 'Seven Deadly Sins', 'Smut']","['Anniversary', 'Baking', 'Dinner', 'Food Porn', 'Gluttony', 'Romance', 'Seven Deadly Sins', 'Smut']","['Chef Kim Seokjin', 'Jin']","['Chef Kim Seokjin', 'Jin']",[]
https://golemlab.eu/graph/18640195,Royally Fucked,"Kim Seokjin is a royal asshole. Literally. As the only heir to the throne of Cirenth he’s used to getting what he wants when he wants it. The only obstacle in his way is you, his rigidly moral assistant. He outranks you on both the social and hybrid hierarchies yet a shiver of fear runs down his spine whenever your claws come out. One rude interruption too many is the straw that breaks the camel’s back and he decides he must rid himself of you once and for all.",2019-04-29,14774,Teen And Up Audiences,F/M,Completed,134,seokjin,Angst | Cat/Human Hybrids | Exhibitionism | Fluff and Smut | Oral Sex | Smut | Unprotected Sex | face fucking | seokjin is a god damn dragon,Kim Seokjin | Jin/Reader,"['Angst', 'Cat/Human Hybrids', 'Exhibitionism', 'Fluff and Smut', 'Oral Sex', 'Smut', 'Unprotected Sex', 'face fucking', 'seokjin is a god damn dragon']","['Angst', 'Cat/Human Hybrids', 'Exhibitionism', 'Fluff and Smut', 'Oral Sex', 'Smut']","['Unprotected Sex', 'face fucking', 'seokjin is a god damn dragon']",['Unprotected Sex'],[]
https://golemlab.eu/graph/17296910,Recipe for Love,"A small twist of fate that lets you meet him. He is someone you didn't expect will change your life, but will it undo all the hard work that you've done to achieve all that you have so far? A SeokJin x Reader AU",2019-01-04,33435,General Audiences,F/M,Completed,132,seokjin,Café | Love | Manager - Freeform | Plot Twist | Romance | chaebol | noona,"Kim Seokjin | Jin/Reader, Kim Seokjin | Jin/You","['Café', 'Love', 'Manager - Freeform', 'Plot Twist', 'Romance', 'chaebol', 'noona']","['Love', 'Romance']","['Café', 'Manager - Freeform', 'Plot Twist', 'chaebol', 'noona']","['Café', 'Manager - Freeform', 'Plot Twist']",[]
https://golemlab.eu/graph/10671705,I'll Pick You Up | 데리러 갈게,"In which you, the reader, have a friend who is random and is named Kim Taehyung who gave you a mug as a birthday gift and because of that mug, a ((little)) twist of fate happened. A little love story happened. And stuff happened. Go figure.",2017-04-19,68495,General Audiences,F/M,Completed,130,seokjin,I suck at tagging | Random - Freeform | Taehyung is a cockblock | i ran out of characters :( | idk why i didn't put joonie | jimin deserves more i hate myself | jungkook is jeongguk | little reader x jimin | mentions of joonie | normal sized jungkook too ! | seokjin is cold | some weird shit i made in my notes | sometimes jeongbook,Kim Seokjin | Jin/Reader,"['I suck at tagging', 'Random - Freeform', 'Taehyung is a cockblock', 'i ran out of characters :(', ""idk why i didn't put joonie"", 'jimin deserves more i hate myself', 'jungkook is jeongguk', 'little reader x jimin', 'mentions of joonie', 'normal sized jungkook too !', 'seokjin is cold', 'some weird shit i made in my notes', 'sometimes jeongbook']",[],"['I suck at tagging', 'Random - Freeform', 'Taehyung is a cockblock', 'i ran out of characters :(', ""idk why i didn't put joonie"", 'jimin deserves more i hate myself', 'jungkook is jeongguk', 'little reader x jimin', 'mentions of joonie', 'normal sized jungkook too !', 'seokjin is cold', 'some weird shit i made in my notes', 'sometimes jeongbook']",['Random - Freeform'],[]
https://golemlab.eu/graph/10975611,Monstrous,"When you go over to your friends' house, you find Jin angry like you've never seen him before.",2017-05-22,4435,Explicit,F/M,Completed,127,seokjin,Angry Sex | Dom/sub | Hair-pulling | Implied/Referenced Rape/Non-con | Oppa Kink | Rough Sex,Kim Seokjin | Jin/Reader,"['Angry Sex', 'Dom/sub', 'Hair-pulling', 'Implied/Referenced Rape/Non-con', 'Oppa Kink', 'Rough Sex']","['Angry Sex', 'Dom/sub', 'Hair-pulling', 'Implied/Referenced Rape/Non-con', 'Oppa Kink', 'Rough Sex']",[],[],[]
https://golemlab.eu/graph/21529840,"So Show Me, I'll Show You","The other members of BTS take their teasing of their Hyung a little to far, so with the help of alcohol in your system you help your fiance to show them just how much of a MAN he really is.",2019-11-23,5004,Explicit,F/M,Completed,127,seokjin,Accidental Voyeurism | Angry Kim Seokjin | Jin | BTS Watches | Canon Compliant | Cunnilingus | Dirty Talk | Engaged Couple | Engagement Party | Exhibitionism | Grinding | Manhandling | Multiple Orgasms | Penis In Vagina Sex | Rimming | Rough Sex | Strength Kink | Vaginal Fingering | Vaginal Sex | Voyeurism | everyone is drunk | thigh riding,Kim Seokjin | Jin/Reader,"['Accidental Voyeurism', 'Angry Kim Seokjin', 'Jin', 'BTS Watches', 'Canon Compliant', 'Cunnilingus', 'Dirty Talk', 'Engaged Couple', 'Engagement Party', 'Exhibitionism', 'Grinding', 'Manhandling', 'Multiple Orgasms', 'Penis In Vagina Sex', 'Rimming', 'Rough Sex', 'Strength Kink', 'Vaginal Fingering', 'Vaginal Sex', 'Voyeurism', 'everyone is drunk', 'thigh riding']","['Accidental Voyeurism', 'Canon Compliant', 'Cunnilingus', 'Dirty Talk', 'Exhibitionism', 'Grinding', 'Manhandling', 'Multiple Orgasms', 'Penis In Vagina Sex', 'Rimming', 'Rough Sex', 'Strength Kink', 'Vaginal Fingering', 'Vaginal Sex', 'Voyeurism']","['Angry Kim Seokjin', 'Jin', 'BTS Watches', 'Engaged Couple', 'Engagement Party', 'everyone is drunk', 'thigh riding']","['Angry Kim Seokjin', 'Jin', 'BTS Watches', 'Engaged Couple', 'Engagement Party']",[]
https://golemlab.eu/graph/40536141,Your Eyes Tell,"""It's not a big deal, it's just that you're the woman we hang out with the most often. Sometimes you just... appear in our minds."" ""Yeah, it just happens,"" Namjoon chimes in, taking pity on Jimin. ""For most of us, we don't think about you on purpose."" Or all hell breaks loose when you find out the boys have all thought about you while jerking off.",2022-07-24,8945,Explicit,F/M,Completed,123,seokjin,All of Bangtan Being Idiots | Bangtan is kinky | Crack-ish | Dirty Talk | Fingerfucking | Hand Jobs | Mutual Masturbation | Never Have I Ever | Resolved Sexual Tension | Spoiler King Kim Namjoon | Unresolved Sexual Tension | seriously I don't know what this is | talk of masturbation,Kim Seokjin | Jin/Reader,"['All of Bangtan Being Idiots', 'Bangtan is kinky', 'Crack-ish', 'Dirty Talk', 'Fingerfucking', 'Hand Jobs', 'Mutual Masturbation', 'Never Have I Ever', 'Resolved Sexual Tension', 'Spoiler King Kim Namjoon', 'Unresolved Sexual Tension', ""seriously I don't know what this is"", 'talk of masturbation']","['Dirty Talk', 'Fingerfucking', 'Hand Jobs', 'Mutual Masturbation', 'Never Have I Ever', 'Resolved Sexual Tension', 'Unresolved Sexual Tension']","['All of Bangtan Being Idiots', 'Bangtan is kinky', 'Crack-ish', 'Spoiler King Kim Namjoon', ""seriously I don't know what this is"", 'talk of masturbation']",['Spoiler King Kim Namjoon'],[]
https://golemlab.eu/graph/16836049,All Along,"It’s no surprise when you learn you’ll soon be engaged to one of the Kim brothers. What does come as a shock, is just how determined Seokjin is to make sure that person is him.",2018-12-04,13450,Mature,F/M,Completed,121,seokjin,Alternate Universe - Arranged Marriage | Arranged Marriage | Dirty Talk | Fluff | Friends to Lovers | Light Angst | Oral Sex | Romance | Smut,Kim Seokjin | Jin/Reader,"['Alternate Universe - Arranged Marriage', 'Arranged Marriage', 'Dirty Talk', 'Fluff', 'Friends to Lovers', 'Light Angst', 'Oral Sex', 'Romance', 'Smut']","['Alternate Universe - Arranged Marriage', 'Arranged Marriage', 'Dirty Talk', 'Fluff', 'Friends to Lovers', 'Light Angst', 'Oral Sex', 'Romance', 'Smut']",[],[],[]
https://golemlab.eu/graph/12744894,His Dads Car,You like your best friends brother just a little too much.,2017-11-16,2817,Explicit,F/M,Completed,118,seokjin,Blow Job | Car Sex | Edit | Hand Job | Kim Seokjin | Jin-centric | Kinda | Smut | almost car sex | god i love jin so much | my first fic so pls be gentle on me | only underage because highschool | stILL NO CAR SEX,Kim Seokjin | Jin/Reader,"['Blow Job', 'Car Sex', 'Edit', 'Hand Job', 'Kim Seokjin', 'Jin-centric', 'Kinda', 'Smut', 'almost car sex', 'god i love jin so much', 'my first fic so pls be gentle on me', 'only underage because highschool', 'stILL NO CAR SEX']","['Car Sex', 'Smut']","['Blow Job', 'Edit', 'Hand Job', 'Kim Seokjin', 'Jin-centric', 'Kinda', 'almost car sex', 'god i love jin so much', 'my first fic so pls be gentle on me', 'only underage because highschool', 'stILL NO CAR SEX']","['Blow Job', 'Edit', 'Hand Job', 'Kim Seokjin', 'Kinda']",[]
https://golemlab.eu/graph/12589892,Pulchritude,Funny what a rainy day will do; funny how sometimes yearning simmers just beneath the surface.,2017-11-01,691,Teen And Up Audiences,F/M,Completed,117,seokjin,Alternate Universe - Vampire | Drabble | Dress Up | Human/Vampire Relationship | Texting | Unresolved Romantic Tension | Vampire Kim Seokjin | Jin,Kim Seokjin | Jin/Reader Series: Vampire!Jin [2],"['Alternate Universe - Vampire', 'Drabble', 'Dress Up', 'Human/Vampire Relationship', 'Texting', 'Unresolved Romantic Tension', 'Vampire Kim Seokjin', 'Jin']","['Alternate Universe - Vampire', 'Drabble', 'Dress Up', 'Human/Vampire Relationship', 'Texting', 'Unresolved Romantic Tension']","['Vampire Kim Seokjin', 'Jin']","['Vampire Kim Seokjin', 'Jin']",[]
https://golemlab.eu/graph/22933990,Danger,kim seokjin is a rich asshole. you are an ambitious attorney. smut ensues when he just won’t leave you alone.,2020-02-28,8613,Mature,F/M,Completed,116,seokjin,Blatant Misuse of Office Furniture | Explicit Language | Hate Sex | PWP | Shameless Smut | Smut | Terrible Ethical Decisions,"Kim Seokjin | Jin/Reader, Kim Seokjin | Jin/You","['Blatant Misuse of Office Furniture', 'Explicit Language', 'Hate Sex', 'PWP', 'Shameless Smut', 'Smut', 'Terrible Ethical Decisions']","['Explicit Language', 'Hate Sex', 'Shameless Smut', 'Smut']","['Blatant Misuse of Office Furniture', 'PWP', 'Terrible Ethical Decisions']",['Terrible Ethical Decisions'],[]
https://golemlab.eu/graph/16754710,Sehnsucht,An embarrassing run-in with your new boss is only the start of your destructive infatuation.,2018-11-26,7483,Explicit,F/M,Completed,116,seokjin,Alternate Universe - CEO | Choking | Degradation | Dom/sub | Dom/sub Undertones | Hair-pulling | Oral Sex | POV First Person | Smut,"Kim Seokjin | Jin/Reader, Kim Seokjin | Jin/You","['Alternate Universe - CEO', 'Choking', 'Degradation', 'Dom/sub', 'Dom/sub Undertones', 'Hair-pulling', 'Oral Sex', 'POV First Person', 'Smut']","['Choking', 'Dom/sub', 'Dom/sub Undertones', 'Hair-pulling', 'Oral Sex', 'POV First Person', 'Smut']","['Alternate Universe - CEO', 'Degradation']","['Alternate Universe - CEO', 'Degradation']",[]
